--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
554,David Schlemko,2015,2015,1,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,72,14:25,schleda01
555,George Servinis,1988,1988,1,5,0,0,0,-2,0,0,0,0,0,0,0,0,8,0.0,,,servige01
556,Bill Terry,1988,1988,1,5,0,0,0,-4,0,0,0,0,0,0,0,0,3,0.0,,,terrybi01
557,Mario Thyer,1990,1990,1,5,0,0,0,-3,0,0,0,0,0,0,0,0,4,0.0,,,thyerma01
558,Ivan Vishnevskiy,2009,2010,2,5,0,2,2,-1,2,0,0,0,0,0,2,0,13,0.0,92,18:23,vishniv01
559,Warren Young,1982,1983,2,5,1,1,2,-3,0,1,0,0,0,1,0,0,2,50.0,,,youngwa01
560,Keith Aldridge,2000,2000,1,4,0,0,0,1,0,0,0,0,0,0,0,0,6,0.0,44,11:05,aldrike01
561,Don Blackburn,1973,1973,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,,,,blackdo01
562,Petr Buzek,1998,1999,2,4,0,0,0,1,4,0,0,0,0,0,0,0,0,,28,13:50,buzekpe01
563,Rick Chinnick,1974,1975,2,4,0,2,2,0,0,0,0,0,0,2,0,0,7,0.0,,,chinnri01
564,Gary Dineen,1969,1969,1,4,0,1,1,-2,0,0,0,0,0,0,1,0,2,0.0,,,dineega01
565,Grant Erickson,1970,1970,1,4,0,0,0,-3,0,0,0,0,0,0,0,0,4,0.0,,,erickgr01
566,Kevin Evans,1991,1991,1,4,0,0,0,-3,19,0,0,0,0,0,0,0,2,0.0,,,evanske01
567,Iain Fraser,1995,1995,1,4,0,0,0,-3,0,0,0,0,0,0,0,0,2,0.0,,,fraseia01
568,Gary Geldart,1971,1971,1,4,0,0,0,-3,5,0,0,0,0,0,0,0,3,0.0,,,geldaga01
569,Ben Gleason,2019,2019,1,4,0,1,1,-1,0,0,0,0,0,1,0,0,2,0.0,60,14:53,gleasbe01
570,Don Johns,1968,1968,1,4,0,0,0,-2,6,0,0,0,0,0,0,0,4,0.0,,,johnsdo01
571,Ken Leiter,1990,1990,1,4,0,0,0,-2,0,0,0,0,0,0,0,0,5,0.0,,,leiteke01
572,Jeff MacMillan,2004,2004,1,4,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,33,8:19,macmije01
573,Sergei Makarov*,1997,1997,1,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,,,,makarse01
574,Tom Martin,1989,1989,1,4,1,1,2,1,4,1,0,0,0,1,0,0,6,16.7,,,martito02
575,Ted McCaskill,1968,1968,1,4,0,2,2,-2,0,0,0,0,0,1,1,0,2,0.0,,,mccaste01
576,Ľubomír Sekeráš,2004,2004,1,4,1,1,2,0,2,1,0,0,0,1,0,0,2,50.0,66,16:30,sekerlu01
577,Jean-Guy Talbot,1968,1968,1,4,0,0,0,-5,4,0,0,0,0,0,0,0,7,0.0,,,talboje01
578,Zac Boyer,1995,1996,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,,,boyerza01
579,Mark Janssens,1992,1992,1,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,,janssma01
580,Wes Jarvis,1983,1983,1,3,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,,,jarviwe01
581,Duane Joyce,1994,1994,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,joycedu01
582,Dan Kesa,1996,1996,1,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,,,,kesada01
583,Pat MacLeod,1991,1996,2,3,0,1,1,1,0,0,0,0,0,0,1,0,3,0.0,,,maclepa02
584,Daniel Marois,1996,1996,1,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,,,maroida01
585,Roger Melin,1981,1982,2,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,,melinro01
586,Kip Miller,1992,1992,1,3,1,2,3,-1,2,0,1,0,0,1,1,0,3,33.3,,,milleki01
587,Roy Mitchell,1993,1993,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,mitchro01
588,Lyle Odelein,2003,2003,1,3,0,0,0,0,6,0,0,0,0,0,0,0,1,0.0,53,17:49,odelely01
589,Daniel Poulin,1982,1982,1,3,1,1,2,1,2,1,0,0,0,0,1,0,8,12.5,,,poulida01
590,Travis Richards,1995,1996,2,3,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,,,richatr01
591,Randy Smith,1986,1987,2,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,,,,smithra01
592,Garrett Stafford,2009,2009,1,3,0,2,2,0,0,0,0,0,0,2,0,0,5,0.0,54,18:00,staffga01
593,John Baby,1979,1979,1,2,0,1,1,-2,0,0,0,0,0,1,0,0,6,0.0,,,babyjo01
594,Doug Barrault,1993,1993,1,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,,,,barrado01
595,Bob Bergloff,1983,1983,1,2,0,0,0,-1,5,0,0,0,0,0,0,0,1,0.0,,,berglbo02
596,Joël Bouchard,2000,2000,1,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,20,9:45,bouchjo01
597,Bob Cook,1975,1975,1,2,0,1,1,-1,0,0,0,0,0,1,0,0,9,0.0,,,cookbo01
598,Jon Fontas,1980,1981,2,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,,,fontajo01
599,Jamie Gallimore,1978,1978,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,gallija01
600,Greg Hawgood,2002,2002,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,13,6:21,hawgogr01
601,Greg Leeb,2001,2001,1,2,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,14,6:56,leebgr01
602,Bruce McIntosh,1973,1973,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,mcintbr01
603,George Standing,1968,1968,1,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,,standge01
604,Mats Zuccarello,2019,2019,1,2,1,2,3,3,0,1,0,0,0,1,1,0,5,20.0,32,15:59,zuccama01
605,Chuck Arnason,1979,1979,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,arnasch01
606,John Barrett,1988,1988,1,1,0,1,1,-3,2,0,0,0,0,1,0,0,0,,,,barrejo01
607,Don Biggs,1985,1985,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,biggsdo01
608,Rob Brown,1994,1994,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,,brownro01
609,Jay Caufield,1988,1988,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,caufija01
610,Mike Chernoff,1969,1969,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,chernmi01
611,Colin Chisholm,1987,1987,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,chishco01
612,Tom Colley,1975,1975,1,1,0,0,0,-3,2,0,0,0,0,0,0,0,0,,,,colleto01
613,Joe Contini,1981,1981,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,contijo01
614,Peter Douris,1998,1998,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,,,douripe01
615,Ken Duggan,1988,1988,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,duggake01
616,Kelly Fairchild,1999,1999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,13,12:37,faircke01
617,Scott Glennie,2012,2012,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,10,9:35,glennsc01
618,Peter Hayek,1982,1982,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,,,hayekpe01
619,Archie Henderson,1982,1982,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,hendear01
620,Kevin Kaminski,1989,1989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,kaminke01
621,Udo Kiessling,1982,1982,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,,,kiessud01
622,Robbie Laird,1980,1980,1,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,,,,lairdro01
623,Perttu Lindgren,2010,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:33,lindgpe01
624,Kim MacDougall,1975,1975,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,,,macdoki02
625,John Markell,1985,1985,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,markejo01
626,Steve Martinson,1992,1992,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,,,,martist01
627,Mark McNeill,2017,2017,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,14,13:49,mcneima01
628,Brendan Ranford,2015,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,9:19,ranfobr01
629,Scott Robinson,1990,1990,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,robinsc01
630,Scott Sandelin,1992,1992,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,,sandesc01
631,Reid Simpson,1993,1993,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,,,,simpsre01
632,Jarrod Skalde,1998,1998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,skaldja01
633,Kirk Tomlinson,1988,1988,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,tomliki01
634,Sean Toomey,1987,1987,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,,,toomese01
635,Patrick Traverse,2006,2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11,11:27,travepa01
636,Bob Whitlock,1970,1970,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,,,whitlbo01
637,Mark Wotton,2001,2001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,13:45,wottoma01


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Hockey-Reference.com</a>: <a href="https://www.hockey-reference.com/teams/DAL/skaters.html?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats">View Original Table</a><br>Generated 8/24/2023.
