--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
195,Dave Pichette,1985,1986,2,104,24,52,76,-32,63,12,12,0,3,19,33,0,203,11.8,,,picheda01
196,Anders Carlsson,1987,1989,3,104,7,26,33,-12,34,7,0,0,0,18,6,2,84,8.3,,,carlsan01
197,Dave Barr,1992,1993,2,103,12,20,32,10,93,10,0,2,1,17,1,2,90,13.3,,,barrda01
198,Tom Edur,1977,1978,2,100,12,32,44,24,49,8,4,0,1,27,5,0,188,6.4,,,edurto01
199,Tim Sestito,2010,2015,6,100,0,8,8,-11,55,0,0,0,0,8,0,0,62,0.0,990,9:54,sestiti01
200,John Wensink,1982,1983,2,99,7,10,17,-20,287,5,2,0,0,9,1,0,65,10.8,,,wensijo01
201,Janne Ojanen,1989,1993,3,98,21,23,44,-8,28,19,2,0,2,14,9,0,121,17.4,,,ojaneja01
202,Robert Palmer,1983,1984,2,98,1,15,16,-18,31,1,0,0,0,10,4,1,99,1.0,,,palmero02
203,Nick Beverley,1979,1980,2,98,2,13,15,-20,16,1,0,1,0,9,2,2,65,3.1,,,beverni01
204,René Robert,1980,1981,2,97,36,46,82,-32,109,22,14,0,0,25,21,0,314,11.5,,,roberre01
205,Andy Brickley,1987,1988,2,96,19,26,45,-15,22,12,3,4,3,23,2,1,116,16.4,,,brickan01
206,Corey Millen,1994,1995,2,95,22,33,55,26,60,18,4,0,3,26,7,0,162,13.6,,,milleco01
207,Bob Hoffmeyer,1984,1985,2,95,5,18,23,-36,126,5,0,0,0,17,0,1,121,4.1,,,hoffmbo01
208,Kevin Rooney,2017,2020,4,95,10,9,19,1,39,7,0,3,1,8,0,1,103,9.7,1144,12:03,rooneke01
209,Barry Smith,1980,1981,2,95,6,7,13,-13,8,5,0,1,0,6,0,1,59,10.2,,,smithba01
210,Joe Nieuwendyk*,2002,2003,2,94,19,37,56,12,60,16,3,0,5,30,7,0,233,8.2,1569,16:42,nieuwjo01
211,Brad Lukowich,2006,2007,2,93,5,15,20,4,44,4,0,1,2,14,1,0,63,7.9,1862,20:01,lukowbr01
212,Zdeno Cíger,1991,1993,3,92,18,30,48,-7,20,13,5,0,2,23,7,0,154,11.7,,,cigerzd01
213,Rey Comeau,1979,1980,2,92,10,15,25,-20,22,7,1,2,0,13,1,1,106,9.4,,,comeare01
214,Neal Broten,1995,1997,3,88,15,37,52,5,34,11,3,1,4,24,9,4,119,12.6,,,brotene01
