--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
180,T.J. Galiardi,2015,2015,1,38,1,0,1,-8,2,1,0,0,0,0,0,0,35,2.9,398,10:28,galiatj01
181,Tomáš Klouček,2004,2006,2,38,0,0,0,-8,27,0,0,0,0,0,0,0,12,0.0,300,7:53,kloucto01
182,Anssi Salmela,2009,2010,2,38,2,6,8,4,24,1,1,0,0,6,0,0,35,5.7,540,14:12,salmean01
183,Fredrik Modin,2011,2011,1,36,7,3,10,-11,12,6,0,1,0,3,0,0,51,13.7,430,11:57,modinfr01
184,Brian Pothier,2001,2002,2,36,3,6,9,-15,24,2,1,0,1,6,0,0,65,4.6,777,21:36,pothibr01
185,Eric Fehr,2012,2012,1,35,2,1,3,-6,12,2,0,0,1,1,0,0,54,3.7,339,9:42,fehrer01
186,Jay Harrison,2015,2015,1,35,2,3,5,4,23,1,1,0,0,2,1,0,27,7.4,546,15:36,harrija01
187,Ville Heinola,2020,2023,4,35,1,10,11,-6,18,1,0,0,0,9,1,0,49,2.0,534,15:15,heinovi01
188,Logan Shaw,2020,2020,1,35,3,2,5,0,0,3,0,0,0,1,1,0,20,15.0,239,6:49,shawlo01
189,Ben Eager,2011,2011,1,34,3,7,10,4,77,3,0,0,1,7,0,0,41,7.3,417,12:15,eagerbe01
190,Kirill Safronov,2002,2003,2,34,2,2,4,-13,16,2,0,0,0,1,1,0,23,8.7,524,15:24,safroki01
191,Mark Flood,2012,2012,1,33,3,4,7,-1,10,2,1,0,1,3,1,0,30,10.0,507,15:21,floodma01
192,Karson Kuhlman,2023,2023,1,33,2,2,4,-7,8,2,0,0,1,2,0,0,35,5.7,421,12:45,kuhlmka01
193,Tommi Santala,2004,2004,1,33,1,2,3,-7,22,1,0,0,1,1,1,0,23,4.3,334,10:08,santato01
194,Julian Melchiori,2014,2017,3,30,0,2,2,0,8,0,0,0,0,2,0,0,27,0.0,489,16:18,melchju01
195,Sergei Vyshedkevich,2000,2001,2,30,2,5,7,-10,16,1,1,0,0,3,2,0,33,6.1,636,21:13,vyshese01
196,Joey Crabb,2009,2009,1,29,4,5,9,-2,28,3,0,1,1,5,0,0,33,12.1,354,12:13,crabbjo01
197,Derek MacKenzie,2002,2007,4,28,0,2,2,0,20,0,0,0,0,2,0,0,22,0.0,185,6:37,mackede01
198,Herberts Vasiļjevs,2000,2001,2,28,5,5,10,-14,18,3,2,0,1,2,2,1,43,11.6,401,14:20,vasilhe01
199,Adam Burt,2001,2001,1,27,0,2,2,2,27,0,0,0,0,2,0,0,18,0.0,515,19:05,burtad01
200,Jean-Luc Grand-Pierre,2004,2004,1,27,2,2,4,-7,26,1,0,1,0,2,0,0,19,10.5,416,15:25,grandje01
201,Chris Herperger,2003,2003,1,27,4,1,5,-11,7,4,0,0,0,1,0,0,26,15.4,338,12:30,herpech01
202,Rumun Ndur,2000,2000,1,27,1,0,1,-17,71,1,0,0,0,0,0,0,6,16.7,356,13:12,ndurru01
203,Ladislav Kohn,2001,2001,1,26,3,4,7,-12,44,2,0,1,0,3,1,0,43,7.0,354,13:38,kohnla01
204,Jason Botterill,2000,2000,1,25,1,4,5,-7,17,1,0,0,1,4,0,0,17,5.9,282,11:16,botteja01
205,Mark Hartigan,2002,2003,2,25,5,2,7,-10,8,4,1,0,0,2,0,0,28,17.9,276,11:03,hartima01
206,Spencer Machacek,2009,2012,3,25,2,7,9,6,7,2,0,0,0,7,0,0,20,10.0,191,7:38,machasp01
207,Kamil Piroš,2002,2004,3,25,3,4,7,-1,10,3,0,0,1,2,2,0,22,13.6,288,11:32,piroska01
208,Éric Bélanger,2007,2007,1,24,9,6,15,0,12,8,1,0,0,6,0,0,49,18.4,468,19:29,belaner01
