--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
76,Dave Christian,1980,1983,4,230,79,130,209,-105,75,55,22,2,5,70,58,2,570,13.9,,,chrisda01
77,Derek Stepan,2018,2020,3,224,39,80,119,-13,56,28,5,6,7,57,23,0,562,6.9,4199,18:45,stepade01
78,Taylor Pyatt,2010,2012,3,223,39,34,73,20,89,36,3,0,10,30,4,0,358,10.9,3073,13:47,pyattta01
79,Brent Ashton,1989,1992,4,222,66,95,161,-14,135,54,11,1,8,74,19,2,460,14.3,,,ashtobr01
80,Max Domi,2016,2018,3,222,36,99,135,-13,185,31,5,0,1,71,27,1,414,8.7,3698,16:39,domima01
81,Adrian Aucoin,2010,2012,3,221,13,46,59,34,150,11,2,0,2,33,13,0,335,3.9,4770,21:35,aucoiad01
82,Eddie Olczyk,1991,1996,5,214,95,106,201,-19,235,50,45,0,10,68,38,0,681,14.0,,,olczyed01
83,Rick Tocchet,1998,2000,3,213,64,66,130,1,371,47,16,1,12,49,17,0,446,14.3,2522,17:24,tocchri01
84,Phil Kessel,2020,2022,3,208,42,91,133,-62,74,27,15,0,5,62,29,0,443,9.5,3525,16:57,kesseph01
85,Peter Mueller,2008,2010,3,207,39,68,107,-25,64,26,13,0,8,46,22,0,428,9.1,3253,15:43,muellpe01
86,David Schlemko,2009,2015,7,207,9,41,50,19,76,9,0,0,0,28,13,0,247,3.6,3561,17:12,schleda01
87,Peter Taglianetti,1985,1990,6,207,10,37,47,-19,604,7,3,0,2,25,11,1,233,4.3,,,taglipe01
88,Trevor Letowski,1999,2002,4,206,30,43,73,3,58,22,3,5,6,37,2,4,286,10.5,3135,15:13,letowtr01
89,Dave Manson,1994,1997,4,205,14,59,73,-47,559,6,8,0,1,36,21,2,482,2.9,,,mansoda01
90,Luciano Borsato,1991,1995,5,203,35,55,90,-19,113,26,7,2,6,43,10,2,250,14.0,,,borsalu01
91,Jimmy Mann,1980,1984,5,202,9,12,21,-53,598,8,1,0,1,12,0,0,137,6.6,,,mannji01
