--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
136,Jeff Carter,2021,2023,3,169,41,44,85,-15,68,32,8,1,5,35,8,1,376,10.9,2663,15:45,carteje01
137,Craig Simpson,1986,1988,3,169,50,55,105,15,138,36,13,1,6,41,14,0,266,18.8,,,simpscr01
138,Tom Kühnhackl,2016,2018,3,168,11,28,39,5,48,8,0,3,2,25,1,2,164,6.7,1811,10:47,kuhnhto01
139,Dennis Owchar,1975,1978,4,168,18,49,67,6,146,16,2,0,0,42,4,3,261,6.9,,,owchade01
140,Peter Taglianetti,1991,1995,5,167,7,28,35,33,338,7,0,0,0,28,0,0,128,5.5,,,taglipe01
141,François Leroux,1995,1997,3,165,2,14,16,6,356,2,0,0,0,14,0,0,67,3.0,,,leroufr01
142,Andrew Ference,2000,2003,4,163,11,25,36,-19,157,8,3,0,2,22,2,1,177,6.2,2991,18:21,ferenan01
143,Vic Hadfield,1975,1977,3,163,61,79,140,6,118,47,10,4,5,44,33,2,460,13.3,,,hadfivi01
144,Joe Vitale,2011,2014,4,163,8,27,35,-14,115,8,0,0,3,24,2,1,151,5.3,1751,10:45,vitaljo01
145,Kasperi Kapanen,2021,2023,3,162,29,53,82,9,31,25,4,0,7,42,11,0,266,10.9,2287,14:07,kapanka01
146,Steve McKenna,2001,2004,3,162,10,3,13,-32,313,5,5,0,3,3,0,0,96,10.4,1033,6:23,mckenst01
147,Mike Rupp,2010,2011,2,162,22,14,36,1,244,22,0,0,2,13,1,0,168,13.1,1547,9:33,ruppmi01
148,Darryl Edestrand,1972,1974,3,158,25,47,72,-9,140,17,6,2,5,38,9,0,311,8.0,,,edestda01
149,Marc Bergevin,2001,2004,3,157,4,17,21,-12,89,4,0,0,0,16,0,1,61,6.6,2790,17:46,bergema01
150,Petr Sýkora,2008,2009,2,157,53,56,109,4,77,25,28,0,14,38,18,0,381,13.9,2603,16:35,sykorpe01
151,Bryan Trottier*,1991,1994,3,156,24,48,72,-18,114,19,3,2,0,41,5,2,215,11.2,,,trottbr01
152,Kip Miller,1999,2001,3,154,26,46,72,0,38,24,2,0,5,39,7,0,213,12.2,2254,14:38,milleki01
153,Petr Nedvěd,1996,1997,2,154,78,92,170,35,134,54,20,4,9,64,26,2,393,19.8,,,nedvepe01
154,Al McDonough,1972,1974,3,152,56,74,130,11,46,45,11,0,9,45,29,0,540,10.4,,,mcdonal01
155,Jarkko Ruutu,2007,2008,2,152,13,19,32,3,263,12,0,1,3,19,0,0,118,11.0,1481,9:44,ruutuja01
156,Warren Young,1984,1988,4,152,49,52,101,-31,311,37,12,0,4,39,13,0,198,24.7,,,youngwa01
157,Markus Näslund,1994,1996,3,151,25,42,67,14,65,21,4,0,4,37,5,0,218,11.5,,,nasluma02
158,Andy Bathgate*,1968,1971,2,150,35,68,103,-23,89,26,9,0,7,42,26,0,501,7.0,,,bathgan01
159,Rick Tocchet,1992,1994,3,150,76,103,179,25,435,41,29,6,8,68,34,1,449,16.9,,,tocchri01
160,Chuck Arnason,1974,1976,3,149,46,40,86,-6,50,39,7,0,7,33,7,0,401,11.5,,,arnasch01
161,Jack Johnson,2019,2020,2,149,4,20,24,-5,67,2,1,1,0,17,1,2,149,2.7,2885,19:22,johnsja02
162,Nick Bonino,2016,2023,3,146,27,39,66,9,47,17,8,2,1,34,5,0,242,11.2,2360,16:10,boninni01
163,Ruslan Fedotenko,2009,2010,2,145,27,42,69,1,94,23,4,0,6,35,7,0,275,9.8,2089,14:24,fedotru01
164,Simon Despres,2012,2015,4,144,5,28,33,27,120,4,1,0,1,25,3,0,172,2.9,2290,15:54,desprsi01
165,Orest Kindrachuk,1979,1981,3,144,38,80,118,11,181,28,7,3,1,56,24,0,275,13.8,,,kindror01
166,Konstantin Koltsov,2003,2006,3,144,12,26,38,-42,50,9,2,1,3,21,4,1,199,6.0,2080,14:27,koltsko01
167,Dean Prentice,1970,1971,2,144,47,42,89,-29,32,28,19,0,4,28,14,0,340,13.8,,,prentde01
168,Erik Christensen,2006,2008,3,143,33,33,66,-9,88,23,10,0,1,21,12,0,327,10.1,1799,12:35,chriser01
169,Noel Price,1968,1969,2,143,8,45,53,-36,109,6,2,0,2,37,8,0,337,2.4,,,priceno01
170,Terry Ruskowski,1986,1987,2,142,40,74,114,17,307,24,16,0,9,45,29,0,163,24.5,,,ruskote01
171,Danton Heinen,2022,2023,2,141,26,29,55,1,28,22,4,0,1,27,2,0,234,11.1,1665,11:49,heineda01
172,Jared McCann,2019,2021,3,141,39,45,84,31,38,27,9,3,8,38,7,0,315,12.4,2099,14:53,mccanja01
173,Gary McAdam,1979,1981,3,140,27,40,67,-28,95,24,3,0,3,33,6,1,299,9.0,,,mcadaga01
174,Marc Chorney,1981,1984,4,139,5,18,23,-44,151,5,0,0,1,17,1,0,110,4.5,,,chornma01
175,Billy Dea,1968,1969,2,139,26,20,46,-47,12,23,3,0,4,18,2,0,248,10.5,,,deabi01
176,Dan LaCouture,2001,2003,3,137,8,13,21,-27,157,7,0,1,0,12,1,0,108,7.4,1559,11:23,lacouda01
177,Mark Johnson,1980,1982,3,136,23,39,62,-16,84,20,2,1,2,28,11,0,234,9.8,,,johnsma02
178,Mike Stapleton,1993,1994,2,136,11,13,24,-12,28,7,3,1,1,7,6,0,137,8.0,,,staplmi01
179,Tom Bladon,1979,1980,2,135,6,29,35,-41,99,4,2,0,1,16,13,0,204,2.9,,,bladoto01
180,Eric Godard,2009,2011,3,135,3,7,10,3,352,3,0,0,0,7,0,0,38,7.9,575,4:16,godarer01
181,Zbyněk Michálek,2011,2012,2,135,7,25,32,0,54,6,1,0,2,20,4,1,181,3.9,2937,21:45,michazb01
182,Glen Murray,1996,1997,2,135,25,26,51,-15,81,22,3,0,3,25,1,0,227,11.0,,,murragl01
183,German Titov,1999,2000,2,135,28,70,98,15,68,18,7,3,6,46,23,1,224,12.5,2686,19:54,titovge01
184,Jeff Daniels,1991,1994,4,134,8,11,19,-6,36,8,0,0,2,11,0,0,82,9.8,,,danieje01
185,Pat Hughes,1980,1981,2,134,28,23,51,-48,239,23,5,0,2,19,3,1,248,11.3,,,hughepa01
186,Marty McSorley,1984,1994,3,134,5,25,30,-49,378,5,0,0,0,16,8,1,208,2.4,,,mcsorma01
187,Gordie Roberts,1991,1992,2,134,5,34,39,37,157,4,1,0,1,32,0,2,51,9.8,,,robergo02
188,Barry Wilkins,1975,1976,2,134,5,56,61,29,203,4,0,1,0,48,5,3,150,3.3,,,wilkiba01
