--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
212,Steve Eminger,2009,2009,1,50,4,19,23,-4,36,2,2,0,0,10,9,0,63,6.3,1178,23:33,emingst01
213,Todd Fedoruk,2010,2010,1,50,3,3,6,-12,54,3,0,0,0,3,0,0,22,13.6,376,7:31,fedorto01
214,Bruno Gervais,2012,2012,1,50,6,7,13,-4,8,5,1,0,0,6,1,0,57,10.5,713,14:16,gervabr01
215,Dan Kesa,2000,2000,1,50,4,10,14,-11,21,3,0,1,1,8,0,2,55,7.3,678,13:34,kesada01
216,Jeff Norton,1997,1998,2,50,4,11,15,-25,42,0,4,0,0,7,3,1,54,7.4,,,nortoje01
217,James Wright,2010,2011,2,49,2,3,5,-11,18,2,0,0,0,3,0,0,25,8.0,564,11:30,wrighja02
218,Jeff Toms,1996,1998,3,48,3,10,13,-4,17,3,0,0,1,10,0,0,68,4.4,,,tomsje01
219,Steve Kasper,1993,1993,1,47,3,4,7,-13,18,3,0,0,0,4,0,0,23,13.0,,,kaspest01
220,Jonathan Marchessault,2015,2016,2,47,8,11,19,-9,17,4,4,0,1,8,3,0,84,9.5,568,12:05,audymjo01
221,Gabriel Dumont,2017,2018,2,46,2,2,4,1,33,2,0,0,0,2,0,0,45,4.4,450,9:47,dumonga01
222,Steve Guolla,2000,2000,1,46,6,10,16,2,11,4,2,0,0,9,1,0,52,11.5,526,11:26,guollst01
223,Pierre-Cédric Labrie,2012,2014,3,46,2,3,5,-4,65,2,0,0,0,3,0,0,23,8.7,335,7:16,labripi01
224,Kjell Samuelsson,1999,1999,1,46,1,4,5,-6,38,1,0,0,0,3,0,1,22,4.5,856,18:37,samuekj01
225,Brendan Mikkelson,2012,2013,2,45,1,3,4,-3,19,1,0,0,0,2,1,0,45,2.2,629,13:59,mikkebr01
226,Michel Petit,1996,1996,1,45,4,7,11,-10,108,4,0,0,1,2,5,0,56,7.1,,,petitmi01
227,Ryan Shannon,2012,2012,1,45,4,8,12,-11,10,3,1,0,0,6,2,0,46,8.7,541,12:02,shannry01
228,Mitchell Stephens,2020,2021,2,45,3,4,7,-14,10,3,0,0,0,4,0,0,46,6.5,476,10:35,stephmi01
229,Brian Lee,2012,2013,2,42,0,8,8,-19,24,0,0,0,0,8,0,0,30,0.0,648,15:26,leebr01
230,Marek Malík,2009,2009,1,42,0,5,5,-3,36,0,0,0,0,5,0,0,22,0.0,805,19:10,malikma01
231,Mick Vukota,1998,1998,1,42,1,0,1,0,116,1,0,0,0,0,0,0,15,6.7,,,vukotmi01
232,Bruce Gardiner,2000,2000,1,41,3,6,9,-21,37,3,0,0,0,6,0,0,30,10.0,557,13:36,gardibr01
233,J.T. Wyman,2012,2013,2,41,2,9,11,0,8,2,0,0,1,9,0,0,31,6.5,435,10:37,wymanja01
234,Doug Crossman,1993,1993,1,40,8,21,29,-4,18,6,2,0,1,10,11,0,54,14.8,,,crossdo01
235,Bryan Muir,2000,2001,2,40,1,4,5,-15,47,1,0,0,0,2,2,0,46,2.2,770,19:15,muirbr01
236,Andrei Nazarov,1998,1999,2,40,3,1,4,-14,101,3,0,0,0,1,0,0,37,8.1,214,8:13,nazaran01
237,David Hale,2010,2010,1,39,0,4,4,-2,25,0,0,0,0,4,0,0,25,0.0,548,14:03,haleda01
238,Craig Janney,1999,1999,1,38,4,18,22,-13,10,2,2,0,0,9,9,0,36,11.1,599,15:46,jannecr01
239,Boris Katchouk,2022,2022,1,38,2,4,6,3,25,2,0,0,1,4,0,0,36,5.6,373,9:49,katchbo01
240,Ian Herbers,2000,2000,1,37,0,0,0,-12,45,0,0,0,0,0,0,0,11,0.0,559,15:06,herbeia01
241,Mathieu Biron,2002,2002,1,36,0,0,0,-16,12,0,0,0,0,0,0,0,35,0.0,532,14:47,bironma02
242,Mattias Ritola,2011,2012,2,36,4,4,8,-7,17,4,0,0,2,4,0,0,56,7.1,366,10:10,ritolma01
243,Brandon Bochenski,2009,2010,2,35,4,10,14,-4,4,3,1,0,0,7,3,0,54,7.4,419,11:59,bochebr01
244,Michael Nylander,1999,2000,2,35,3,9,12,-13,10,2,1,0,0,5,4,0,36,8.3,439,12:33,nylanmi01
245,Benoît Pouliot,2013,2013,1,34,8,12,20,8,15,8,0,0,1,9,3,0,60,13.3,450,13:14,poulibe01
246,David Kočí,2009,2009,1,33,1,1,2,3,132,1,0,0,0,1,0,0,8,12.5,206,6:14,kocida01
247,Shane Willis,2002,2004,2,33,4,9,13,1,8,4,0,0,0,8,1,0,56,7.1,403,12:13,willish01
248,Alexandre Daigle,1999,1999,1,32,6,6,12,-12,2,3,3,0,0,2,4,0,56,10.7,447,13:59,daiglal02
249,Alex Barré-Boulet,2021,2023,3,30,6,2,8,0,4,4,2,0,0,1,1,0,43,14.0,398,13:15,barreal01
250,Bob Halkidis,1995,1996,2,30,1,3,4,-13,47,1,0,0,0,3,0,0,25,4.0,,,halkibo01
251,Gary Roberts,2009,2009,1,30,4,3,7,-11,27,2,2,0,1,1,2,0,32,12.5,349,11:39,roberga01
252,Vladimír Vůjtek,1998,1998,1,30,2,4,6,-2,16,2,0,0,1,4,0,0,44,4.5,,,vujtevl01
253,Haydn Fleury,2023,2023,1,29,0,1,1,-10,14,0,0,0,0,1,0,0,33,0.0,371,12:48,fleurha01
254,Jaroslav Svejkovský,2000,2000,1,29,5,5,10,-7,28,5,0,0,0,5,0,0,42,11.9,359,12:22,svejkja01
255,Jody Hull,1998,1998,1,28,2,4,6,2,4,2,0,0,2,3,0,1,28,7.1,,,hulljo01
256,Alexander Volkov,2020,2021,2,28,3,3,6,-4,10,3,0,0,0,2,1,0,25,12.0,273,9:46,volkoal01
257,Zdeno Cíger,2002,2002,1,27,6,6,12,-12,10,6,0,0,2,5,1,0,44,13.6,436,16:08,cigerzd01
258,Luke Richardson,2007,2007,1,27,0,3,3,3,16,0,0,0,0,3,0,0,3,0.0,192,7:07,richalu01
259,Adrian Aucoin,2001,2001,1,26,1,11,12,-8,25,0,1,0,0,3,8,0,60,1.7,613,23:34,aucoiad01
260,Reid Simpson,2000,2000,1,26,1,0,1,-3,103,1,0,0,0,0,0,0,13,7.7,118,4:33,simpsre01
261,Maxim Galanov,2001,2001,1,25,0,5,5,-5,8,0,0,0,0,3,2,0,10,0.0,405,16:12,galanma01
262,Ken Hodge,1993,1993,1,25,2,7,9,-6,2,2,0,0,1,4,3,0,32,6.3,,,hodgeke02
263,Cory Murphy,2009,2009,1,25,5,10,15,-3,12,1,4,0,0,5,5,0,47,10.6,503,20:08,murphco01
264,Michael Bournival,2017,2018,2,24,2,1,3,-3,2,2,0,0,0,1,0,0,30,6.7,240,9:59,bournmi01
265,Kristián Kudroč,2001,2002,2,24,2,2,4,0,36,2,0,0,1,2,0,0,12,16.7,217,9:02,kudrokr01
266,Josef Melichar,2009,2009,1,24,0,5,5,1,29,0,0,0,0,5,0,0,16,0.0,407,16:58,melicjo01
267,Darren Rumble,2003,2004,2,24,0,0,0,-4,8,0,0,0,0,0,0,0,15,0.0,269,11:13,rumblda01
268,Joel Vermin,2016,2017,2,24,0,4,4,3,4,0,0,0,0,4,0,0,13,0.0,252,10:29,vermijo01
269,Kaspars Astašenko,2000,2001,2,23,1,2,3,-6,8,1,0,0,0,2,0,0,7,14.3,237,10:18,astaska01
270,Kyle Freadrich,2000,2001,2,23,0,1,1,-2,75,0,0,0,0,1,0,0,3,0.0,69,3:00,freadky01
271,Andrei Skopintsev,1999,2000,2,23,1,1,2,-3,16,1,0,0,0,1,0,0,17,5.9,362,15:44,skopian01
272,Mike Blunden,2015,2016,2,22,3,2,5,2,36,3,0,0,1,2,0,0,14,21.4,193,8:45,blundmi01
273,Colin Forbes,1999,2000,2,22,3,1,4,-9,28,2,0,1,0,1,0,0,28,10.7,316,14:22,forbeco01
274,Bryan Marchment,1998,1998,1,22,2,4,6,-3,43,2,0,0,0,1,1,2,20,10.0,,,marchbr02
275,Bill McDougall,1994,1994,1,22,3,3,6,-4,8,2,1,0,0,2,1,0,26,11.5,,,mcdoubi01
276,Adrien Plavsic,1995,1996,2,22,3,3,6,10,10,3,0,0,0,3,0,0,28,10.7,,,plavsad01
277,Alexander Semak,1995,1995,1,22,5,5,10,-3,12,5,0,0,1,4,1,0,39,12.8,,,semakal01
278,Darren Raddysh,2022,2023,2,21,1,2,3,-3,4,1,0,0,0,2,0,0,27,3.7,323,15:22,raddyda01
279,Jay Wells,1997,1997,1,21,0,0,0,-3,13,0,0,0,0,0,0,0,16,0.0,,,wellsja01
280,Tanner Jeannot,2023,2023,1,20,1,3,4,-6,22,1,0,0,0,2,0,1,20,5.0,238,11:55,jeannta01
281,Matthew Peca,2017,2018,2,20,3,4,7,3,2,3,0,0,0,4,0,0,26,11.5,251,12:33,pecama01
282,Alexandre Picard,2008,2008,1,20,3,3,6,-9,8,2,1,0,1,3,0,0,21,14.3,438,21:54,picaral01
283,Jean-Philippe Côté,2014,2014,1,19,0,4,4,0,22,0,0,0,0,4,0,0,12,0.0,190,10:00,coteje01
284,Mike Kostka,2014,2014,1,19,2,6,8,7,0,2,0,0,0,6,0,0,31,6.5,302,15:54,kostkmi01
285,Junior Lessard,2008,2008,1,19,1,1,2,-5,9,1,0,0,0,1,0,0,18,5.6,183,9:38,lessaju01
286,Marek Posmyk,2000,2001,2,19,1,2,3,0,20,1,0,0,0,2,0,0,22,4.5,251,13:12,posmyma01
287,Ben Hankinson,1995,1995,1,18,0,2,2,1,6,0,0,0,0,2,0,0,18,0.0,,,hankibe01
288,Martins Karsums,2009,2009,1,18,1,4,5,-5,6,1,0,0,0,3,1,0,22,4.5,210,11:40,karsuma01
289,Radim Vrbata,2009,2009,1,18,3,3,6,-1,8,2,1,0,0,3,0,0,41,7.3,256,14:13,vrbatra01
290,Tim Wallace,2012,2012,1,18,3,5,8,4,10,3,0,0,1,5,0,0,10,30.0,152,8:28,wallati01
291,Paul Brousseau,1997,1998,2,17,0,2,2,-4,27,0,0,0,0,2,0,0,9,0.0,,,brouspa01
292,Allan Egeland,1996,1998,3,17,0,0,0,-3,16,0,0,0,0,0,0,0,6,0.0,,,egelaal01
293,Matt Hervey,1993,1993,1,17,0,4,4,-6,38,0,0,0,0,3,1,0,18,0.0,,,hervema01
294,Cole Koepke,2023,2023,1,17,1,0,1,-5,2,1,0,0,0,0,0,0,12,8.3,155,9:06,koepkco01
295,Matt Lashoff,2009,2010,2,17,0,7,7,-9,31,0,0,0,0,4,3,0,21,0.0,330,19:24,lashoma01
296,Noah Welch,2009,2009,1,17,0,0,0,-4,14,0,0,0,0,0,0,0,11,0.0,285,16:45,welchno01
297,Matt Elich,2000,2001,2,16,1,1,2,-6,0,1,0,0,0,1,0,0,12,8.3,121,7:33,elichma01
298,Steven Finn,1996,1996,1,16,0,0,0,-6,24,0,0,0,0,0,0,0,12,0.0,,,finnst01
299,Craig Millar,2001,2001,1,16,1,1,2,-8,10,1,0,0,1,1,0,0,10,10.0,240,15:01,millacr01
300,Mark Parrish,2010,2010,1,16,0,2,2,-5,4,0,0,0,0,2,0,0,10,0.0,243,15:10,parrima01
301,Trevor Smith,2012,2012,1,16,2,3,5,2,4,2,0,0,0,2,0,1,17,11.8,199,12:28,smithtr01
302,Corey Spring,1998,1999,2,16,1,1,2,-1,12,1,0,0,0,1,0,0,18,5.6,44,5:32,sprinco01
303,Karl Stewart,2007,2008,2,16,0,0,0,-4,4,0,0,0,0,0,0,0,4,0.0,87,5:27,stewaka01
304,Michael Eyssimont,2023,2023,1,15,1,1,2,-3,22,1,0,0,0,1,0,0,31,3.2,171,11:25,eyssimi01
305,Greg McKegg,2017,2017,1,15,0,1,1,2,11,0,0,0,0,1,0,0,8,0.0,139,9:16,mckeggr01
306,Vladimír Mihálik,2009,2010,2,15,0,3,3,-7,8,0,0,0,0,3,0,0,8,0.0,194,12:54,mihalvl01
307,Craig Wolanin,1997,1997,1,15,0,0,0,-9,8,0,0,0,0,0,0,0,12,0.0,,,wolancr01
308,Mike Angelidis,2012,2016,4,14,2,0,2,1,22,2,0,0,1,0,0,0,9,22.2,104,7:27,angelmi01
309,Jim Cummins,1994,1995,2,14,1,0,1,-4,54,1,0,0,1,0,0,0,6,16.7,,,cummiji01
310,Basil McRae,1993,1993,1,14,2,3,5,-3,71,1,1,0,0,3,0,0,23,8.7,,,mcraeba01
311,Drew Miller,2010,2010,1,14,0,0,0,-3,2,0,0,0,0,0,0,0,10,0.0,171,12:14,milledr01
312,Norm Milley,2006,2006,1,14,2,1,3,-2,4,1,1,0,0,1,0,0,12,16.7,100,7:09,milleno01
313,David Savard,2021,2021,1,14,0,0,0,-8,0,0,0,0,0,0,0,0,21,0.0,286,20:26,savarda01
314,Mike Commodore,2012,2012,1,13,0,0,0,4,17,0,0,0,0,0,0,0,7,0.0,183,14:03,commomi01
315,Brent Gretzky,1994,1995,2,13,1,3,4,-2,2,1,0,0,0,2,1,0,15,6.7,,,gretzbr01
316,Dwayne Hay,2000,2000,1,13,1,1,2,0,2,1,0,0,0,1,0,0,11,9.1,79,6:04,haydw01
317,Jamie Heward,2009,2009,1,13,0,2,2,-1,4,0,0,0,0,0,2,0,11,0.0,154,11:49,hewarja01
318,Anatoli Semenov,1993,1993,1,13,2,3,5,-5,4,2,0,0,0,2,1,0,14,14.3,,,semenan01
319,John Emmons,2001,2001,1,12,1,1,2,0,22,1,0,0,0,1,0,0,9,11.1,157,13:07,emmonjo01
320,Andreas Johansson,2000,2000,1,12,2,3,5,1,8,2,0,0,0,2,1,0,11,18.2,130,10:50,johanan01
321,Jason Lafreniere,1993,1994,2,12,3,3,6,-7,4,2,1,0,0,1,2,0,19,15.8,,,lafreja01
322,Brandon Segal,2009,2012,2,12,0,0,0,-2,4,0,0,0,0,0,0,0,10,0.0,93,7:47,segalbr01
323,Matt Taormina,2013,2016,3,12,0,0,0,-1,0,0,0,0,0,0,0,0,8,0.0,169,14:04,taormma01
324,Fredrik Claesson,2021,2022,2,11,0,0,0,-4,12,0,0,0,0,0,0,0,5,0.0,117,10:37,claesfr01
325,Gabriel Fortier,2022,2023,2,11,1,0,1,-2,4,1,0,0,0,0,0,0,14,7.1,101,9:12,fortiga01
326,Randy Gilhen,1993,1993,1,11,0,2,2,-6,6,0,0,0,0,2,0,0,11,0.0,,,gilhera01
327,Philippe Myers,2023,2023,1,11,1,2,3,0,4,1,0,0,0,2,0,0,21,4.8,127,11:33,myersph01
328,Keith Osborne,1993,1993,1,11,1,1,2,-1,8,1,0,0,1,1,0,0,11,9.1,,,osborke01
329,Richard Petiot,2009,2009,1,11,0,3,3,5,21,0,0,0,0,3,0,0,10,0.0,227,20:37,petiori01
330,Kyle Wanvig,2007,2008,2,11,1,0,1,-1,7,1,0,0,1,0,0,0,10,10.0,92,8:21,wanviky01
331,Johan Harju,2011,2011,1,10,1,2,3,-2,2,1,0,0,0,2,0,0,14,7.1,85,8:28,harjujo01
332,Chris McAlpine,2000,2000,1,10,1,1,2,-5,10,1,0,0,0,1,0,0,5,20.0,184,18:23,mcalpch01
333,Riley Nash,2022,2022,1,10,0,0,0,-1,2,0,0,0,0,0,0,0,9,0.0,114,11:22,nashri02
334,Michal Sýkora,1999,1999,1,10,1,2,3,-7,0,1,0,0,1,0,2,0,24,4.2,163,16:20,sykormi01
335,Mike Vernace,2011,2011,1,10,0,1,1,-2,2,0,0,0,0,1,0,0,6,0.0,87,8:42,vernami01
336,Sascha Goc,2002,2002,1,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,50,5:32,gocsa01
337,Timo Helbling,2006,2006,1,9,0,1,1,-3,6,0,0,0,0,1,0,0,2,0.0,93,10:19,helblti01
338,Danick Martel,2019,2019,1,9,0,2,2,3,8,0,0,0,0,2,0,0,16,0.0,92,10:11,marteda01
339,Jock Callander,1993,1993,1,8,1,1,2,-5,2,1,0,0,0,1,0,0,12,8.3,,,callajo01
340,Gemel Smith,2020,2021,2,8,1,3,4,3,15,1,0,0,0,3,0,0,1,100.0,78,9:43,smithge02
341,Shayne Stevenson,1993,1993,1,8,0,1,1,-5,7,0,0,0,0,1,0,0,4,0.0,,,stevesh01
342,Andreas Borgman,2021,2021,1,7,0,2,2,-2,4,0,0,0,0,2,0,0,7,0.0,84,11:58,borgman01
343,Darren Reid,2006,2006,1,7,0,1,1,-2,0,0,0,0,0,1,0,0,3,0.0,40,5:41,reidda03
344,Jason Ruff,1993,1994,2,7,1,2,3,2,2,1,0,0,0,2,0,0,15,6.7,,,ruffja01
345,Martin Simard,1993,1993,1,7,0,0,0,-1,11,0,0,0,0,0,0,0,1,0.0,,,simarma01
346,Dave Capuano,1993,1993,1,6,1,1,2,-4,2,0,1,0,0,0,1,0,10,10.0,,,capuada01
347,Janne Niskala,2009,2009,1,6,1,2,3,0,6,0,1,0,0,2,0,0,10,10.0,82,13:42,niskaja01
348,Kevin Quick,2009,2009,1,6,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,80,13:23,quickke01
349,Normand Rochefort,1994,1994,1,6,0,0,0,-1,10,0,0,0,0,0,0,0,4,0.0,,,rocheno01
350,Radek Smoleňák,2009,2009,1,6,0,1,1,1,10,0,0,0,0,1,0,0,14,0.0,50,8:21,smolera01
351,Cameron Gaunce,2019,2020,2,5,1,3,4,5,11,1,0,0,0,3,0,0,7,14.3,67,13:23,gauncca01
352,Mario Larocque,1999,1999,1,5,0,0,0,-4,16,0,0,0,0,0,0,0,3,0.0,63,12:33,larocma01
353,Doug O'Brien,2006,2006,1,5,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,39,7:44,obriedo01
354,Mathieu Roy,2011,2013,2,5,0,0,0,-3,2,0,0,0,0,0,0,0,1,0.0,33,6:36,royma01
355,Jeff Shevalier,2000,2000,1,5,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,11,2:14,shevaje01
356,Ben Thomas,2021,2021,1,5,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,71,14:14,thomabe01
357,Pavel Torgaev,2000,2000,1,5,0,2,2,1,2,0,0,0,0,2,0,0,6,0.0,39,7:50,torgapa01
358,Ty Wishart,2009,2009,1,5,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,51,10:07,wishaty01
359,Thomas Ziegler,2001,2001,1,5,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,25,4:57,zieglth01
360,Byron Froese,2017,2017,1,4,0,0,0,-3,0,0,0,0,0,0,0,0,4,0.0,47,11:49,froesby01
361,Sami Helenius,1999,1999,1,4,1,0,1,-3,15,0,0,1,0,0,0,0,3,33.3,68,16:53,helensa01
362,Michel Mongeau,1993,1993,1,4,1,1,2,-2,2,1,0,0,0,0,1,0,2,50.0,,,mongemi01
363,Shawn Rivers,1993,1993,1,4,0,2,2,-2,2,0,0,0,0,2,0,0,3,0.0,,,riversh01
364,Rich Sutter,1995,1995,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,,,sutteri01
365,Ryan Tobler,2002,2002,1,4,0,0,0,-2,5,0,0,0,0,0,0,0,1,0.0,17,4:08,toblery01
366,Rudolfs Balcers,2023,2023,1,3,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,21,6:53,balceru01
367,Karel Bětík,1999,1999,1,3,0,2,2,-3,2,0,0,0,0,2,0,0,2,0.0,40,13:28,betikka01
368,Josef Boumedienne,2002,2002,1,3,0,0,0,-1,4,0,0,0,0,0,0,0,0,,33,10:58,boumejo01
369,Dmitry Korobov,2014,2014,1,3,0,1,1,0,2,0,0,0,0,1,0,0,0,,32,10:41,korobdm01
370,Troy Mallette,1998,1998,1,3,0,0,0,0,7,0,0,0,0,0,0,0,0,,,,malletr01
371,Evan Oberg,2012,2012,1,3,0,0,0,2,0,0,0,0,0,0,0,0,3,0.0,30,9:50,obergev01
372,Marc Pouliot,2011,2011,1,3,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,32,10:46,poulima01
373,Tanner Richard,2017,2017,1,3,0,0,0,-2,2,0,0,0,0,0,0,0,1,0.0,38,12:42,richata01
374,Stéphane Richer,1993,1993,1,3,0,0,0,-3,0,0,0,0,0,0,0,0,2,0.0,,,richest01
375,Dale Rominski,2000,2000,1,3,0,1,1,1,2,0,0,0,0,1,0,0,0,,25,8:23,rominda01
376,Gaétan Royer,2002,2002,1,3,0,0,0,-1,2,0,0,0,0,0,0,0,0,,15,4:57,royerga01
377,Viacheslav Butsayev,2000,2000,1,2,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,17,8:42,butsavi01
378,Alain Côté,1993,1993,1,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,,coteal02
379,Sean Day,2022,2022,1,2,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,21,10:43,dayse01
380,Xavier Delisle,1999,1999,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,12,5:51,delisxa01
381,Andrew Hutchinson,2009,2009,1,2,0,0,0,-5,0,0,0,0,0,0,0,0,2,0.0,29,14:44,hutchan01
382,Dan Jancevski,2008,2008,1,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,,5,2:23,janceda01
383,Janne Laukkanen,2003,2003,1,2,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,36,18:15,laukkja01
384,Jay Leach,2008,2008,1,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,9,4:37,leachja02
385,Tye McGinn,2016,2016,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,8:33,mcginty01
386,Glen Metropolit,2002,2002,1,2,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,21,10:26,metrogl01
387,Herb Raglan,1993,1993,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,raglahe01
388,Jim Campbell,2006,2006,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,9,8:47,campbji01
389,Remi Elie,2022,2022,1,1,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,11,10:57,eliere01
390,Scott Jackson,2010,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,13:44,jackssc01
391,Geoff Kinrade,2009,2009,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,18,17:32,kinrage01
392,Cody Kunyk,2014,2014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,10,10:12,kunykco01
393,Daniel Walcott,2021,2021,1,1,0,0,0,-1,5,0,0,0,0,0,0,0,1,0.0,10,10:03,walcoda01


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Hockey-Reference.com</a>: <a href="https://www.hockey-reference.com/teams/TBL/skaters.html?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats">View Original Table</a><br>Generated 8/22/2023.
