--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
130,Josh Gorges,2006,2007,2,96,1,9,10,2,57,1,0,0,0,6,3,0,62,1.6,1700,17:43,gorgejo01
131,Bob Rouse,1999,2000,2,96,0,12,12,-3,63,0,0,0,0,9,2,1,95,0.0,1575,16:24,rousebo01
132,Chris Tancill,1995,1997,3,96,14,27,41,-16,38,11,1,2,0,24,2,1,152,9.2,,,tancich01
133,David Williams,1992,1993,2,96,4,36,40,-40,89,1,3,0,1,21,15,0,151,2.6,,,willida01
134,Michal Handzuš,2012,2013,2,95,8,18,26,-15,30,6,2,0,0,15,3,0,112,7.1,1347,14:11,handzmi01
135,Perry Berezan,1992,1993,2,94,15,11,26,-44,58,8,5,2,2,9,1,1,149,10.1,,,berezpe01
136,Benn Ferriero,2010,2012,3,92,14,8,22,12,25,13,1,0,5,8,0,0,166,8.4,1121,12:11,ferribe01
137,Tyler Kennedy,2014,2015,2,92,8,18,26,-9,42,8,0,0,3,17,1,0,191,4.2,1129,12:16,kennety01
138,Jaycob Megna,2022,2023,2,92,3,17,20,5,37,3,0,0,0,16,0,1,89,3.4,1756,19:05,megnaja02
139,Craig Rivet,2007,2008,2,91,6,37,43,11,116,4,2,0,0,13,23,1,136,4.4,1968,21:38,rivetcr01
140,Kevin Miller,1995,1996,2,89,28,27,55,-8,54,22,3,3,4,14,10,3,187,15.0,,,milleke02
141,Tomáš Plíhal,2007,2009,3,89,7,9,16,0,26,6,0,1,1,9,0,0,123,5.7,916,10:17,plihato01
142,John McCarthy,2010,2016,5,88,3,3,6,-24,22,3,0,0,0,3,0,0,107,2.8,859,9:46,mccarjo01
143,Joe Murphy,1998,1999,2,86,30,27,57,11,87,21,9,0,2,17,10,0,205,14.6,1121,14:45,murphjo01
144,Doug Wilson*,1992,1993,2,86,12,36,48,-66,66,7,5,0,0,16,20,0,233,5.2,,,wilsodo01
145,Brad Staubitz,2009,2010,2,82,4,5,9,0,186,4,0,0,2,4,1,0,46,8.7,510,6:13,staubbr01
146,Adam Burish,2013,2015,3,81,2,4,6,-17,64,1,0,1,0,4,0,0,70,2.9,853,10:32,burisad01
147,Shawn Heins,1999,2003,5,81,3,7,10,0,105,1,2,0,0,2,5,0,80,3.8,805,9:56,heinssh01
148,Andrei Zyuzin,1998,1999,2,81,9,8,17,13,104,5,4,0,2,6,2,0,116,7.8,398,15:56,zyuzian01
149,Brian Lawton,1992,1993,2,80,17,30,47,-34,54,10,7,0,1,15,14,1,160,10.6,,,lawtobr01
150,Steven Lorentz,2023,2023,1,80,10,9,19,-18,16,8,1,1,0,8,0,1,111,9.0,947,11:50,lorenst01
151,David Bruce,1992,1994,3,79,24,19,43,-36,79,11,12,1,1,14,5,0,178,13.5,,,bruceda01
152,Jim Fahey,2003,2006,3,79,1,23,24,-16,65,1,0,0,0,9,14,0,107,0.9,1307,16:33,faheyji01
153,Jonah Gadjovich,2022,2023,2,78,4,6,10,-12,131,4,0,0,0,6,0,0,68,5.9,691,8:52,gadjojo01
154,Jamal Mayers,2011,2011,1,78,3,11,14,3,124,3,0,0,0,11,0,0,62,4.8,693,8:53,mayerja01
155,Matt Benning,2023,2023,1,77,1,23,24,-18,26,1,0,0,0,21,1,1,58,1.7,1523,19:47,bennima01
156,Jed Ortmeyer,2010,2010,1,76,8,11,19,4,37,8,0,0,1,9,1,1,131,6.1,875,11:31,ortmeje01
157,Jim Kyte,1995,1996,2,75,3,12,15,-19,179,3,0,0,1,10,2,0,46,6.5,,,kyteji01
158,Jeff Jillson,2002,2003,2,74,5,19,24,-5,38,2,3,0,2,2,17,0,69,7.2,1058,14:18,jillsje01
159,Nico Sturm,2023,2023,1,74,14,12,26,-13,23,13,0,1,1,12,0,0,119,11.8,1090,14:44,sturmni01
160,Darren Turcotte,1996,1997,2,74,22,26,48,0,20,17,3,2,6,17,9,0,159,13.8,,,turcoda01
161,Oskar Lindblom,2023,2023,1,73,6,9,15,-16,18,6,0,0,0,8,1,0,75,8.0,772,10:34,lindbos01
162,Brian Mullen,1992,1992,1,72,18,28,46,-14,66,10,5,3,1,20,7,1,168,10.7,,,mullebr01
163,Mark Bell,2007,2007,1,71,11,10,21,-9,83,8,3,0,2,6,4,0,116,9.5,920,12:57,bellma01
164,Nikolai Knyzhov,2020,2023,3,71,3,8,11,-24,49,3,0,0,1,8,0,0,61,4.9,1164,16:23,knyzhni01
165,Manny Malhotra,2010,2010,1,71,14,19,33,17,41,12,2,0,4,13,6,0,111,12.6,1109,15:37,malhoma01
166,Scott Parker,2004,2007,3,71,2,3,5,3,161,2,0,0,0,3,0,0,29,6.9,443,6:14,parkesc01
167,Andy Sutton,1999,2000,2,71,1,4,5,-9,145,1,0,0,0,3,1,0,53,1.9,920,12:58,suttoan01
168,Alexei Semenov,2008,2009,2,69,2,10,12,-5,93,1,1,0,0,9,1,0,51,3.9,949,13:45,semenal01
169,Brad Winchester,2012,2012,1,67,6,4,10,-5,88,6,0,0,0,4,0,0,72,8.3,523,7:48,winchbr01
170,Steve Guolla,1997,1999,3,64,16,11,27,-9,20,14,2,0,2,9,2,0,112,14.3,195,13:54,guollst01
171,Shawn Cronin,1994,1995,2,63,0,4,4,2,137,0,0,0,0,4,0,0,26,0.0,,,cronish01
172,Greg Hawgood,1997,1997,1,63,6,12,18,-22,69,3,3,0,0,3,9,0,83,7.2,,,hawgogr01
173,David Maley,1993,1994,2,62,1,6,7,-26,156,0,1,0,0,5,1,0,52,1.9,,,maleyda01
174,Bob McGill,1992,1992,1,62,3,1,4,-34,70,2,0,1,1,1,0,0,56,5.4,,,mcgilbo01
175,David Schlemko,2017,2017,1,62,2,16,18,4,14,1,1,0,1,14,2,0,118,1.7,1038,16:45,schleda01
176,Jonathan Dahlén,2022,2022,1,61,12,10,22,-25,12,9,3,0,2,6,4,0,105,11.4,841,13:48,dahlejo01
177,Jannik Hansen,2017,2018,2,61,4,17,21,2,22,4,0,0,2,16,0,1,71,5.6,786,12:54,hanseja01
178,Shawn Burr,1998,1999,2,60,6,7,13,-1,79,6,0,0,0,6,1,0,85,7.1,157,8:42,burrsh01
179,Paul Fenton,1992,1992,1,60,11,4,15,-39,33,6,3,2,1,4,0,0,96,11.5,,,fentopa01
180,Matt Tennyson,2013,2016,3,60,3,11,14,3,18,1,2,0,0,9,1,1,68,4.4,842,14:02,tennyma01
181,John Carter,1992,1993,2,59,7,9,16,-27,81,6,0,1,0,9,0,0,115,6.1,,,cartejo01
182,Al Iafrate,1997,1998,2,59,8,16,24,-11,119,3,5,0,0,9,6,1,128,6.3,,,iafraal01
183,Jacob Middleton,2019,2022,4,59,3,9,12,-2,82,3,0,0,0,7,1,1,61,4.9,1003,17:00,middlja01
184,Ville Peltonen,1996,1997,2,59,4,14,18,-15,14,3,1,0,0,13,1,0,93,4.3,,,peltovi01
185,Evgeny Svechnikov,2023,2023,1,59,8,6,14,-6,26,8,0,0,0,6,0,0,64,12.5,634,10:45,svechev01
