--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
219,Paul MacLean,1981,1991,3,116,40,44,84,1,124,28,12,0,8,35,9,0,195,20.5,,,maclepa01
220,Mackenzie MacEachern,2019,2022,4,115,11,8,19,4,55,10,0,1,3,8,0,0,135,8.1,1005,8:44,maceama01
221,George Morrison,1971,1972,2,115,17,21,38,-12,13,12,5,0,2,15,6,0,156,10.9,,,morrige01
222,Mike Lalor,1989,1990,2,114,1,30,31,9,135,1,0,0,1,29,1,0,119,0.8,,,lalormi01
223,Dwight Schofield,1984,1985,2,113,5,14,19,-8,400,5,0,0,1,12,2,0,70,7.1,,,schofdw01
224,Jack Carlson,1983,1984,2,112,12,9,21,7,153,12,0,0,1,9,0,0,78,15.4,,,carlsja01
225,Basil McRae,1993,1996,4,112,3,11,14,-21,313,2,1,0,0,11,0,0,64,4.7,,,mcraeba01
226,Scott Nichol,2012,2013,2,110,4,5,9,-7,108,4,0,0,1,4,0,1,80,5.0,1038,9:26,nichosc01
227,Adam Creighton,1995,1996,2,109,25,30,55,17,152,20,5,0,4,22,8,0,179,14.0,,,creigad01
228,Doug Palazzari,1975,1979,4,108,18,20,38,-2,23,17,0,1,1,13,7,0,140,12.9,,,palazdo01
229,Bret Hedican,1992,1994,3,107,1,19,20,-9,94,1,0,0,0,17,2,0,119,0.8,,,hedicbr01
230,Gerry Hart,1981,1983,3,106,4,12,16,0,236,4,0,0,0,12,0,0,59,6.8,,,hartge01
231,Kevin LaVallee,1985,1986,2,102,33,37,70,11,14,24,9,0,3,27,10,0,196,16.8,,,lavalke01
232,Joe Murphy,1997,1998,2,102,24,34,58,7,91,17,6,1,2,25,8,1,203,11.8,,,murphjo01
233,D.J. King,2007,2010,4,101,4,5,9,-11,185,4,0,0,1,5,0,0,53,7.5,553,5:29,kingdj01
234,Stéphane Quintal,1992,1993,2,101,1,16,17,-9,132,0,0,1,0,13,1,2,100,1.0,,,quintst01
235,Nathan Walker,2020,2023,4,99,12,13,25,5,33,12,0,0,3,13,0,0,97,12.4,1086,10:58,walkena01
236,Steve Durbano,1973,1979,3,98,8,24,32,-11,480,6,2,0,0,13,11,0,141,5.7,,,durbast01
237,Nick Leddy,2022,2023,2,98,4,27,31,7,26,4,0,0,1,26,1,0,98,4.1,2069,21:07,leddyni01
238,Bryan Maxwell,1980,1981,2,97,4,21,25,-6,249,4,0,0,0,21,0,0,69,5.8,,,maxwebr01
239,Hartland Monahan,1980,1981,2,97,9,14,23,-20,40,5,1,3,0,14,0,0,125,7.2,,,monahha01
240,Derek Sanderson,1976,1977,2,97,32,56,88,5,85,17,9,6,3,35,18,3,224,14.3,,,sandede01
241,Alexey Toropchenko,2022,2023,2,97,12,9,21,-3,27,11,0,1,0,9,0,0,129,9.3,1133,11:41,toropal01
242,Don Awrey,1974,1975,2,95,5,24,29,-14,55,4,1,0,0,20,3,1,111,4.5,,,awreydo01
243,Troy Brouwer,2016,2020,2,95,19,21,40,3,69,12,7,0,4,18,3,0,154,12.3,1517,15:58,brouwtr01
244,Danny O'Shea,1972,1973,2,95,15,29,44,-9,41,13,0,2,2,26,1,2,135,11.1,,,osheada01
245,Marty Reasoner,1999,2001,3,95,17,30,47,6,42,13,4,0,0,14,15,1,149,11.4,1371,14:26,reasoma01
246,Robert Dirk,1988,1991,4,94,2,6,8,8,255,2,0,0,0,6,0,0,43,4.7,,,dirkro01
247,Brian Noonan,1996,1997,2,94,15,27,42,4,84,11,3,1,6,21,5,1,144,10.4,,,noonabr01
248,Todd Reirden,2000,2001,2,94,6,25,31,16,75,5,1,0,1,18,7,0,135,4.4,1665,17:43,reirdto01
249,André Doré,1983,1984,2,93,5,27,32,13,83,5,0,0,1,25,2,0,92,5.4,,,dorean01
250,Denis Chassé,1994,1996,3,92,10,10,20,4,256,8,2,0,1,10,0,0,78,12.8,,,chassde01
251,Ray Fortin,1968,1970,3,92,2,6,8,7,35,2,0,0,0,4,2,0,101,2.0,,,fortira01
252,Vitali Karamnov,1993,1995,3,92,12,20,32,2,65,10,2,0,1,19,1,0,95,12.6,,,karamvi01
253,Shjon Podein,2002,2003,2,91,6,10,16,9,30,5,1,0,0,8,1,1,76,7.9,1090,11:59,podeish01
254,Bill Stewart,1981,1983,3,89,2,26,28,13,147,2,0,0,0,22,2,2,88,2.3,,,stewabi01
255,Shayne Corson,1996,1997,2,88,20,29,49,-1,216,6,14,0,0,19,9,1,169,11.8,,,corsosh01
256,Jim Lorentz,1971,1972,2,88,19,22,41,-2,46,13,6,0,2,16,6,0,176,10.8,,,lorenji01
257,Bob Stewart,1979,1980,2,88,5,14,19,-28,51,4,1,0,0,14,0,0,64,7.8,,,stewabo01
258,Fran Huck,1971,1973,2,87,23,28,51,1,38,19,4,0,3,22,6,0,125,18.4,,,huckfr01
259,André Dupont,1972,1973,2,85,4,16,20,10,198,4,0,0,0,14,2,0,171,2.3,,,duponan01
260,Eric Weinrich,2004,2006,2,85,3,24,27,-9,58,1,2,0,0,14,10,0,83,3.6,1910,22:28,weinrer01
261,Vitali Prokhorov,1993,1995,3,83,19,11,30,-9,35,16,3,0,2,11,0,0,106,17.9,,,prokhvi01
262,Bill Collins,1974,1975,2,82,24,17,41,-6,48,20,2,2,2,14,1,2,163,14.7,,,collibi01
263,Radek Dvořák,2007,2007,1,82,10,27,37,-6,48,8,1,1,1,19,8,0,139,7.2,1282,15:38,dvorara01
264,Alain Lemieux,1982,1985,4,81,17,33,50,-9,24,15,2,0,1,27,6,0,105,16.2,,,lemieal01
265,Mario Marois,1991,1992,2,81,2,15,17,14,119,2,0,0,0,12,2,1,70,2.9,,,maroima01
266,Dave Christian,1992,1992,1,78,20,24,44,2,41,16,1,3,3,17,6,1,142,14.1,,,chrisda01
267,Jean Hamel,1973,1974,2,78,3,8,11,-8,30,3,0,0,0,8,0,0,77,3.9,,,hamelje01
268,Dean McAmmond,2006,2006,1,78,15,22,37,-25,32,11,4,0,0,12,10,0,116,12.9,1251,16:02,mcammde01
269,Brian Ogilvie,1975,1979,5,78,14,19,33,-21,25,11,3,0,2,17,1,1,134,10.4,,,ogilvbr01
270,Rudy Poeschek,1998,2000,3,78,1,7,8,-8,121,1,0,0,0,7,0,0,45,2.2,299,10:40,poescru01
271,Scott Stevens*,1991,1991,1,78,5,44,49,23,150,4,1,0,1,25,18,1,160,3.1,,,stevesc01
272,Bill Sutherland,1971,1972,2,77,21,23,44,6,43,9,11,1,3,13,8,2,113,18.6,,,suthebi01
273,Jocelyn Lemieux,1987,1988,2,76,11,8,19,-3,136,10,1,0,1,8,0,0,67,16.4,,,lemiejo01
274,Kris Russell,2012,2013,2,76,5,11,16,19,21,4,1,0,1,10,1,0,77,6.5,1255,16:30,russekr01
275,Larry Sacharuk,1975,1975,1,76,20,22,42,-9,24,9,11,0,1,15,7,0,205,9.8,,,sachala01
276,Jay Wells,1996,1996,1,76,0,3,3,-8,67,0,0,0,0,3,0,0,24,0.0,,,wellsja01
277,Derek Roy,2014,2014,1,75,9,28,37,-1,30,5,4,0,2,16,12,0,114,7.9,1022,13:37,royde01
278,Jamie Langenbrunner,2012,2013,2,74,6,19,25,8,32,6,0,0,3,19,0,0,132,4.5,1062,14:21,langeja01
279,Pat Maroon,2019,2019,1,74,10,18,28,-3,64,8,2,0,3,9,9,0,118,8.5,1049,14:10,maroopa01
280,Blair Atcheynum,1998,1999,2,73,13,17,30,7,12,12,0,1,4,15,0,2,126,10.3,188,15:38,atchebl01
281,Gerry Melnyk,1968,1968,1,73,15,35,50,-11,14,11,3,1,3,19,14,2,145,10.3,,,melnyge01
282,John Smrke,1978,1979,2,73,8,12,20,-31,31,7,0,1,0,10,1,1,92,8.7,,,smrkejo01
283,Jason Arnott,2012,2012,1,72,17,17,34,13,26,11,6,0,3,9,8,0,142,12.0,1014,14:05,arnotja01
284,Phil Goyette,1970,1970,1,72,29,49,78,3,16,16,13,0,5,21,28,0,152,19.1,,,goyetph01
285,Darin Kimble,1991,1992,2,72,2,4,6,-1,294,2,0,0,1,4,0,0,26,7.7,,,kimblda01
286,Ace Bailey,1974,1975,2,71,22,29,51,-4,133,18,4,0,1,20,9,0,144,15.3,,,bailega01
287,Rick Bourbonnais,1976,1978,3,71,9,15,24,-18,29,6,3,0,1,13,2,0,105,8.6,,,bourbri01
288,Sean Hill,2001,2002,2,71,1,13,14,6,79,1,0,0,0,10,3,0,76,1.3,1201,16:55,hillse01
289,Christian Laflamme,2002,2004,3,71,0,11,11,1,69,0,0,0,0,11,0,0,59,0.0,1032,14:32,laflach01
290,Ian Laperrière,1994,1996,3,71,16,20,36,8,172,14,2,0,2,18,2,0,85,18.8,,,laperia01
291,Brenden Morrow,2014,2014,1,71,13,12,25,1,76,9,4,0,3,9,3,0,56,23.2,845,11:54,morrobr01
292,John Arbour,1971,1972,2,70,1,6,7,-4,91,1,0,0,0,6,0,0,71,1.4,,,arboujo01
293,Daniel Corso,2001,2003,3,70,14,10,24,2,20,8,6,0,6,7,3,0,67,20.9,858,12:15,corsoda01
294,Doug Harvey*,1969,1969,1,70,2,20,22,11,30,1,1,0,0,14,5,1,46,4.3,,,harvedo01
295,Logan Brown,2022,2023,2,69,6,11,17,-7,16,6,0,0,0,10,1,0,52,11.5,710,10:17,brownlo01
296,Doug Crossman,1993,1994,2,69,4,14,18,-2,20,1,3,0,0,6,8,0,54,7.4,,,crossdo01
297,Glen Sather*,1974,1974,1,69,15,29,44,-8,82,11,4,0,5,20,9,0,106,14.2,,,sathegl01
298,Mike Van Ryn,2001,2003,3,69,2,11,13,11,26,2,0,0,1,10,1,0,74,2.7,1101,15:58,vanrymi01
299,Mike Danton,2004,2004,1,68,7,5,12,-8,141,6,0,1,0,3,2,0,72,9.7,812,11:57,dantomi01
300,Camille Henry,1969,1970,2,68,18,24,42,13,8,10,8,0,1,17,7,0,99,18.2,,,henryca01
301,Dave Richter,1989,1990,2,68,1,5,6,-23,99,1,0,0,0,5,0,0,26,3.8,,,richtda01
302,Jim Montgomery,1994,1994,1,67,6,14,20,-1,44,6,0,0,1,12,1,1,67,9.0,,,montgji01
303,Robert Nordmark,1988,1988,1,67,3,18,21,-6,60,1,2,0,0,6,12,0,78,3.8,,,nordmro01
304,Calle Rosén,2022,2023,2,67,10,15,25,17,12,10,0,0,2,15,0,0,80,12.5,1022,15:16,rosenca01
305,Tyson Strachan,2009,2011,3,67,0,6,6,1,82,0,0,0,0,6,0,0,56,0.0,867,12:57,stracty01
306,Dale Hawerchuk*,1996,1996,1,66,13,28,41,5,22,8,5,0,1,13,14,1,136,9.6,,,hawerda01
307,Adam Cracknell,2011,2014,4,65,6,10,16,5,12,6,0,0,0,10,0,0,64,9.4,557,8:34,crackad01
308,Bill Fairbairn,1978,1979,2,65,15,16,31,-25,10,12,2,1,1,14,1,1,90,16.7,,,fairbbi01
309,Guy Chouinard,1984,1984,1,64,12,34,46,-15,10,8,4,0,2,18,16,0,117,10.3,,,chouigu01
310,Craig Johnson,1995,1996,2,64,11,10,21,0,36,10,1,0,0,10,0,0,88,12.5,,,johnscr01
311,David Mackey,1992,1994,3,64,4,7,11,-11,128,4,0,0,1,7,0,0,50,8.0,,,mackeda01
312,Jeff Norton,1995,1996,2,64,6,25,31,25,59,6,0,0,2,16,9,0,60,10.0,,,nortoje01
313,Mike Sillinger,2004,2006,2,64,27,24,51,-13,63,14,11,2,1,10,14,0,171,15.8,1267,19:48,sillimi01
314,Greg Gilbert,1995,1996,2,63,11,15,26,21,19,11,0,0,3,15,0,0,66,16.7,,,gilbegr01
315,Craig MacTavish,1996,1997,2,63,2,6,8,-18,41,2,0,0,0,6,0,0,42,4.8,,,mactacr01
316,Guy Lapointe*,1982,1983,2,62,3,29,32,-15,47,1,1,1,1,13,16,0,122,2.5,,,lapoigu01
317,Darren Turcotte,1998,1998,1,62,12,6,18,6,26,9,3,0,1,4,1,1,75,16.0,,,turcoda01
318,Carl Brewer,1971,1972,2,61,4,25,29,-7,69,4,0,0,1,12,11,2,93,4.3,,,breweca01
319,Curt Giles,1992,1993,2,61,1,5,6,-5,48,1,0,0,0,3,2,0,27,3.7,,,gilescu01
320,Bill Guerin,2007,2007,1,61,28,19,47,8,52,21,7,0,6,12,7,0,189,14.8,1063,17:26,gueribi01
321,Craig Levie,1985,1985,1,61,6,23,29,0,33,4,2,0,1,10,13,0,95,6.3,,,leviecr01
322,Jim Nill,1982,1982,1,61,9,12,21,-13,127,6,1,2,0,12,0,0,65,13.8,,,nillji01
323,Michel Picard,1998,1999,2,61,12,19,31,8,45,12,0,0,2,18,1,0,88,13.6,645,14:20,picarmi01
324,Tyler Pitlick,2023,2023,1,61,7,9,16,-1,14,7,0,0,0,9,0,0,54,13.0,615,10:05,pitlity01
325,Harold Snepsts,1990,1991,2,61,1,5,6,-1,60,1,0,0,1,4,0,1,35,2.9,,,snepsha01
326,Ron Anderson,1970,1970,1,59,9,9,18,9,36,8,1,0,0,8,1,0,107,8.4,,,anderro01
327,Brit Selby,1971,1972,2,59,1,4,5,-13,31,1,0,0,0,3,1,0,40,2.5,,,selbybr01
328,Chris Butler,2015,2019,5,58,4,7,11,11,29,3,0,1,0,7,0,0,71,5.6,909,15:40,butlech01
329,Jake Walman,2020,2022,3,57,4,4,8,-3,14,4,0,0,0,4,0,0,96,4.2,741,13:00,walmaja01
330,Nick Harbaruk,1974,1974,1,56,5,14,19,4,16,4,0,1,1,12,2,0,50,10.0,,,harbani01
331,Mike Keane,2002,2002,1,56,4,6,10,-2,22,3,1,0,0,6,0,0,47,8.5,801,14:19,keanemi01
332,Gerry Odrowski,1972,1972,1,55,1,2,3,-1,8,0,0,1,0,1,0,1,30,3.3,,,odrowge01
333,Sergei Varlamov,2002,2003,2,55,5,7,12,5,26,5,0,0,0,7,0,0,88,5.7,615,11:11,varlase01
334,Noel Acciari,2023,2023,1,54,10,8,18,-6,10,10,0,0,1,6,0,2,74,13.5,787,14:35,acciano01
335,Bob Murdoch,1979,1979,1,54,13,13,26,-6,17,12,1,0,3,10,3,0,92,14.1,,,murdobo02
336,Esa Tikkanen,1995,1996,2,54,13,27,40,14,40,5,5,3,1,16,10,1,126,10.3,,,tikkaes01
337,Steve Martins,2003,2004,2,53,4,3,7,-15,40,2,0,2,0,2,0,1,52,7.7,643,12:08,martist02
338,Harvey Bennett,1979,1979,1,52,3,9,12,-18,63,3,0,0,0,9,0,0,44,6.8,,,benneha02
339,Kyle Clifford,2021,2022,2,52,4,4,8,-6,30,4,0,0,0,3,0,1,70,5.7,519,9:59,cliffky01
340,Dave Ellett,2000,2000,1,52,2,8,10,-4,12,2,0,0,1,4,4,0,41,4.9,701,13:28,elletda01
341,Mike Hoffman,2021,2021,1,52,17,19,36,2,10,10,7,0,3,9,10,0,113,15.0,783,15:04,hoffmmi02
342,Jeff Hoggan,2006,2006,1,52,2,6,8,-16,34,2,0,0,0,6,0,0,60,3.3,457,8:47,hoggaje01
343,Jake Neighbours,2022,2023,2,52,7,5,12,-21,26,6,1,0,2,4,1,0,61,11.5,618,11:53,neighja01
344,Eric Nickulas,2003,2004,2,52,7,12,19,-4,50,6,1,0,1,8,4,0,83,8.4,641,12:19,nickuer01
345,Glenn Anderson*,1995,1996,2,51,14,16,30,-2,43,12,2,0,3,13,3,0,89,15.7,,,andergl01
346,Lou Angotti,1974,1974,1,51,12,23,35,-3,9,11,1,0,5,21,2,0,84,14.3,,,angotlo01
347,Josh Leivo,2023,2023,1,51,4,12,16,0,25,4,0,0,0,12,0,0,91,4.4,606,11:53,leivojo01
348,Ladislav Nagy,2000,2001,2,51,10,12,22,0,22,7,3,0,2,9,3,0,74,13.5,658,12:54,nagyla01
349,Chris Thorburn,2018,2019,2,51,1,6,7,-4,60,1,0,0,0,6,0,0,35,2.9,354,6:56,thorbch01
350,André Boudrias,1970,1970,1,50,3,14,17,7,20,2,1,0,2,14,0,0,95,3.2,,,boudran01
351,Gary Holt,1978,1978,1,50,7,4,11,-7,81,7,0,0,1,3,1,0,62,11.3,,,holtga01
352,Michel Mongeau,1990,1992,3,50,5,18,23,3,8,2,3,0,0,9,9,0,38,13.2,,,mongemi01
353,Yan Stastny,2008,2010,3,50,5,5,10,-13,29,5,0,0,0,4,0,1,47,10.6,603,12:04,stastya01
354,Patrice Tardif,1995,1996,2,50,6,10,16,2,41,5,1,0,1,8,2,0,67,9.0,,,tardipa01
355,Jordan Leopold,2013,2015,3,49,1,7,8,-1,8,1,0,0,0,3,4,0,63,1.6,788,16:05,leopojo01
356,Ken Richardson,1975,1979,3,49,8,13,21,3,16,7,1,0,1,12,1,0,46,17.4,,,richake01
357,Peter Sejna,2003,2007,4,49,7,4,11,-6,12,4,3,0,0,2,2,0,82,8.5,605,12:21,sejnape01
358,Nikita Nikitin,2011,2012,2,48,1,8,9,-4,14,1,0,0,0,4,4,0,56,1.8,814,16:57,nikitni01
359,David Roberts,1994,1996,3,48,7,11,18,-5,24,3,4,0,3,7,4,0,77,9.1,,,roberda01
360,Jacob de La Rose,2020,2021,2,47,1,5,6,-3,13,1,0,0,0,5,0,0,44,2.3,473,10:04,delarja01
361,Larry Hornung,1971,1972,2,47,2,9,11,-1,10,2,0,0,1,5,4,0,61,3.3,,,hornula01
362,Gilles Marotte,1977,1977,1,47,3,4,7,-14,26,3,0,0,1,3,1,0,62,4.8,,,marotgi01
363,Darryl Sydor,2010,2010,1,47,0,8,8,-6,15,0,0,0,0,7,1,0,26,0.0,785,16:42,sydorda01
364,Kevin Dallman,2006,2006,1,46,4,9,13,-15,21,1,3,0,0,5,4,0,89,4.5,866,18:49,dallmke01
365,Klim Kostin,2020,2022,3,46,5,6,11,-3,23,5,0,0,1,6,0,0,36,13.9,422,9:11,kostikl01
366,Brian Lavender,1972,1972,1,46,5,11,16,-2,54,5,0,0,1,10,1,0,68,7.4,,,lavenbr01
367,Steve Wagner,2008,2009,2,46,4,8,12,-9,26,3,1,0,0,5,3,0,41,9.8,787,17:07,wagnest01
368,Rob Pearson,1996,1997,2,45,7,6,13,-1,91,6,1,0,1,5,1,0,65,10.8,,,pearsro01
369,Bert Wilson,1976,1976,1,45,2,3,5,-6,47,2,0,0,1,3,0,0,25,8.0,,,wilsobe01
370,Bryan Helmer,1999,2000,2,44,1,5,6,0,29,0,1,0,1,5,0,0,57,1.8,799,18:09,helmebr01
371,Mike Peluso,1997,1997,1,44,2,3,5,0,158,2,0,0,0,3,0,0,23,8.7,,,pelusmi01
372,Róbert Petrovický,1997,1997,1,44,7,12,19,2,10,7,0,0,1,11,1,0,54,13.0,,,petroro01
373,Wayne Connelly,1971,1972,2,43,10,21,31,-11,11,5,5,0,0,10,11,0,150,6.7,,,connewa01
374,Michael Dark,1987,1988,2,43,5,6,11,6,14,5,0,0,1,6,0,0,31,16.1,,,darkmi01
375,Fred Hucul,1968,1968,1,43,2,13,15,-3,30,1,1,0,0,6,7,0,85,2.4,,,huculfr01
376,Pat Hughes,1987,1987,1,43,1,5,6,-4,26,1,0,0,0,5,0,0,29,3.4,,,hughepa01
377,Bob McCord,1973,1973,1,43,1,13,14,-5,33,1,0,0,0,13,0,0,41,2.4,,,mccorbo01
378,Craig Patrick*,1975,1975,1,43,6,9,15,6,6,6,0,0,2,8,1,0,58,10.3,,,patricr01
379,Guy Carbonneau*,1995,1995,1,42,5,11,16,11,16,4,1,0,1,10,0,1,33,15.2,,,carbogu01
380,Dakota Joshua,2021,2022,2,42,4,5,9,3,23,4,0,0,2,5,0,0,40,10.0,362,8:38,joshuda01
381,Jordan Schmaltz,2017,2019,3,42,0,5,5,-7,12,0,0,0,0,4,1,0,21,0.0,501,11:56,schmajo01
382,Rick Smith,1976,1977,2,42,1,8,9,-2,24,1,0,0,0,5,2,1,43,2.3,,,smithri01
383,Alain Vigneault,1982,1983,2,42,2,5,7,-5,82,2,0,0,0,5,0,0,22,9.1,,,vigneal01
384,Craig Coxe,1989,1989,1,41,0,7,7,3,127,0,0,0,0,7,0,0,15,0.0,,,coxecr01
385,Bill Houlder,1995,1995,1,41,5,13,18,16,20,4,1,0,0,10,3,0,59,8.5,,,houldbi01
386,Kevin O'Shea,1972,1973,2,41,3,5,8,-14,33,3,0,0,0,5,0,0,42,7.1,,,osheake01
387,Steve Poapst,2006,2006,1,41,0,1,1,-21,37,0,0,0,0,1,0,0,19,0.0,641,15:38,poapsst01
388,Tage Thompson,2018,2018,1,41,3,6,9,-12,12,3,0,0,0,5,1,0,55,5.5,489,11:55,thompta01
389,Denis Cyr,1985,1986,2,40,8,7,15,-10,2,8,0,0,1,7,0,0,33,24.2,,,cyrde01
390,Mike Glumac,2006,2008,3,40,7,6,13,-8,38,2,5,0,0,5,1,0,62,11.3,476,11:53,glumami01
391,Petteri Lindbohm,2015,2017,3,40,2,1,3,-9,37,2,0,0,0,1,0,0,51,3.9,587,14:40,lindbpe02
392,Nail Yakupov,2017,2017,1,40,3,6,9,-3,14,3,0,0,0,6,0,0,35,8.6,426,10:39,yakupna01
393,Libor Zábranský,1997,1998,2,40,1,6,7,-4,50,1,0,0,1,5,1,0,28,3.6,,,zabrali01
394,Todd Gill,1998,1999,2,39,7,7,14,-4,26,3,4,0,1,6,1,0,58,12.1,493,17:36,gillto01
395,Don McKenney,1968,1968,1,39,9,20,29,1,4,8,1,0,1,14,6,0,93,9.7,,,mckendo01
396,Trent Yawney,1997,1997,1,39,0,2,2,2,17,0,0,0,0,1,0,1,8,0.0,,,yawnetr01
397,Bob Crawford,1980,1983,3,38,6,10,16,-15,4,5,1,0,0,9,1,0,84,7.1,,,crawfbo01
398,Nathan LaFayette,1994,1994,1,38,2,3,5,-9,14,2,0,0,0,3,0,0,23,8.7,,,lafayna01
399,Reid Simpson,2001,2001,1,38,2,1,3,-3,96,2,0,0,1,1,0,0,23,8.7,264,6:57,simpsre01
400,J.J. Daigneault,1996,1996,1,37,1,3,4,-6,24,1,0,0,0,0,3,0,45,2.2,,,daignjj01
401,Ab DeMarco,1973,1974,2,37,7,18,25,10,13,3,3,1,1,5,13,0,122,5.7,,,demarab02
402,Len Frig,1978,1980,2,37,1,5,6,-18,49,1,0,0,1,5,0,0,44,2.3,,,frigle01
403,Bob Kelly,1974,1974,1,37,9,8,17,1,45,7,2,0,0,8,0,0,70,12.9,,,kellybo01
404,Doug Lidster,1995,1995,1,37,2,7,9,9,12,1,1,0,0,7,0,0,37,5.4,,,lidstdo01
405,Greg Polis,1974,1974,1,37,8,12,20,-7,24,5,3,0,0,9,3,0,122,6.6,,,polisgr01
406,Terry Gray,1969,1970,2,36,6,5,11,1,21,4,2,0,3,4,1,0,82,7.3,,,grayte01
407,Stéphane Richer,2000,2000,1,36,8,17,25,7,14,4,4,0,1,12,5,0,63,12.7,484,13:27,richest02
408,Bill Baker,1982,1982,1,35,3,5,8,-7,50,2,1,0,0,5,0,0,44,6.8,,,bakerbi01
409,Rick Bowness,1979,1980,2,34,2,5,7,-19,41,2,0,0,0,5,0,0,22,9.1,,,bowneri01
410,Joakim Lindström,2015,2015,1,34,3,3,6,-8,8,1,2,0,0,1,2,0,41,7.3,377,11:05,lindsjo01
411,Mike Lampman,1973,1974,2,33,3,3,6,5,2,2,1,0,0,1,2,0,37,8.1,,,lampmmi01
412,Jamie Masters,1976,1979,3,33,1,13,14,-10,2,0,1,0,0,4,9,0,33,3.0,,,masteja01
413,Trent Whitfield,2006,2009,2,33,2,6,8,-1,14,1,1,0,0,5,1,0,45,4.4,391,11:51,whitftr01
414,Gord Brooks,1972,1974,2,32,6,8,14,0,12,6,0,0,1,7,0,1,53,11.3,,,brookgo01
415,Mike Hudson,1996,1996,1,32,3,12,15,7,26,3,0,0,0,11,1,0,32,9.4,,,hudsomi01
416,John Wright,1974,1974,1,32,3,6,9,-2,22,3,0,0,0,6,0,0,44,6.8,,,wrighjo01
417,Marcel Goc,2015,2015,1,31,1,2,3,-1,4,1,0,0,0,2,0,0,34,2.9,329,10:38,gocma01
418,Steve Leach,1996,1997,2,31,4,5,9,-5,46,4,0,0,0,3,2,0,66,6.1,,,leachst01
419,Christer Olsson,1996,1997,2,31,2,9,11,-5,14,0,2,0,0,1,8,0,34,5.9,,,olssoch01
420,Butch Williams,1974,1974,1,31,3,10,13,2,6,3,0,0,0,10,0,0,41,7.3,,,willibu02
421,Ty Rattie,2014,2017,4,30,4,4,8,-1,6,4,0,0,0,4,0,0,29,13.8,272,9:05,rattity01
422,Paul Curtis,1973,1973,1,29,1,4,5,2,6,1,0,0,0,4,0,0,37,2.7,,,curtipa01
423,Daniel Laperrière,1993,1995,3,29,1,4,5,-3,23,0,1,0,0,2,2,0,27,3.7,,,laperda01
424,Nikita Alexandrov,2023,2023,1,28,3,4,7,0,8,3,0,0,0,4,0,0,28,10.7,275,9:49,alexani01
425,Steve Dubinsky,2003,2003,1,28,0,6,6,3,4,0,0,0,0,5,0,1,23,0.0,301,10:45,dubinst01
426,Dave Hrechkosy,1976,1977,2,28,4,5,9,2,2,3,1,0,0,3,2,0,29,13.8,,,hrechda01
427,Dick Redmond,1978,1978,1,28,4,11,15,-14,16,2,2,0,0,4,7,0,92,4.3,,,redmodi01
428,Dickie Moore*,1968,1968,1,27,5,3,8,-8,9,4,1,0,1,2,1,0,37,13.5,,,mooredi01
429,Kent Carlson,1986,1986,1,26,2,3,5,2,42,2,0,0,0,3,0,0,14,14.3,,,carlske01
430,Evgeny Grachev,2012,2012,1,26,1,3,4,-4,2,1,0,0,1,3,0,0,14,7.1,243,9:20,grachev01
431,Phil Housley*,1994,1994,1,26,7,15,22,-5,12,3,4,0,1,8,7,0,60,11.7,,,houslph01
432,Neil Labatte,1979,1982,2,26,0,2,2,-4,19,0,0,0,0,2,0,0,17,0.0,,,labatne01
433,Dominic Lavoie,1989,1992,4,26,2,4,6,-2,28,1,1,0,0,4,0,0,43,4.7,,,lavoido01
434,Bernie Lukowich,1975,1975,1,26,4,5,9,4,2,2,2,0,2,5,0,0,20,20.0,,,lukowbe01
435,Randy Skarda,1990,1992,2,26,0,5,5,2,11,0,0,0,0,5,0,0,8,0.0,,,skardra01
436,Tyler Tucker,2023,2023,1,26,1,3,4,-9,31,1,0,0,0,3,0,0,21,4.8,381,14:39,tuckety01
437,Donald Dufresne,1995,1996,2,25,0,3,3,0,14,0,0,0,0,3,0,0,12,0.0,,,dufredo01
438,Kent Huskins,2012,2012,1,25,2,5,7,9,10,2,0,0,0,5,0,0,16,12.5,387,15:28,huskike01
439,Roman Vopat,1996,1996,1,25,2,3,5,-8,48,1,1,0,1,3,0,0,33,6.1,,,vopatro01
440,Bob Wall,1971,1971,1,25,2,4,6,0,4,1,1,0,0,4,0,0,29,6.9,,,wallbo01
441,Eddy Beers,1986,1986,1,24,7,11,18,-3,24,3,4,0,0,9,2,0,52,13.5,,,beersed01
442,Ted Harris,1974,1974,1,24,0,4,4,-4,16,0,0,0,0,4,0,0,32,0.0,,,harrite01
443,Normand Baron,1986,1986,1,23,2,0,2,-6,39,2,0,0,0,0,0,0,13,15.4,,,baronno01
444,Luc Dufour,1985,1985,1,23,1,3,4,-8,18,1,0,0,0,3,0,0,38,2.6,,,dufoulu01
445,Dave Gardner,1974,1975,2,23,5,4,9,-9,6,4,1,0,0,2,2,0,39,12.8,,,gardnda01
446,Gord Kannegiesser,1968,1972,2,23,0,1,1,-4,15,0,0,0,0,0,1,0,16,0.0,,,kannego01
447,Kasperi Kapanen,2023,2023,1,23,8,6,14,0,10,7,0,1,3,6,0,0,47,17.0,385,16:45,kapanka01
