--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
384,Larry Sacharuk,1973,1977,4,75,9,11,20,-16,18,4,5,0,4,4,7,0,131,6.9,,,sachala01
385,Viktor Stålberg,2016,2016,1,75,9,11,20,6,22,9,0,0,0,11,0,0,125,7.2,915,12:12,stalbvi01
386,Curt Giles,1987,1988,2,74,2,17,19,0,60,2,0,0,0,15,2,0,64,3.1,,,gilescu01
387,Kevin Hatcher,2000,2000,1,74,4,19,23,-10,38,2,2,0,0,10,9,0,112,3.6,1568,21:11,hatchke01
388,Charley Mason,1935,1936,2,74,6,14,20,,22,4,2,0,0,13,1,0,,,,,masonch01
389,Randy Gilhen,1992,1993,2,73,10,9,19,-3,22,9,0,1,1,9,0,0,101,9.9,,,gilhera01
390,Doug Robinson,1965,1967,3,73,16,26,42,-2,10,13,3,0,1,21,5,0,126,12.7,,,robindo01
391,Bert Connelly,1935,1936,2,72,12,13,25,,33,12,0,0,4,12,1,0,,,,,connebe01
392,Steve Rucchin,2006,2006,1,72,13,23,36,6,10,8,4,1,0,11,12,0,111,11.7,1151,16:00,rucchst01
393,Phil Bourque,1993,1994,2,71,6,15,21,-11,47,6,0,0,2,12,3,0,73,8.2,,,bourqph01
394,David Desharnais,2018,2018,1,71,6,22,28,-22,18,4,2,0,0,17,5,0,55,10.9,927,13:03,deshada01
395,Steve Patrick,1985,1986,2,71,15,21,36,-10,100,11,4,0,0,17,4,0,83,18.1,,,patrist01
396,Zellio Toppazzini,1951,1952,2,71,15,14,29,,31,13,2,0,1,12,2,0,,,,,toppaze01
397,Bill Baker,1983,1983,1,70,4,14,18,-8,64,3,1,0,2,12,2,0,65,6.2,,,bakerbi01
398,Andreas Johansson,2002,2002,1,70,14,10,24,6,46,11,3,0,1,8,1,1,108,13.0,1142,16:19,johanan01
399,Mike Keane,1998,1998,1,70,8,10,18,-12,47,6,2,0,0,8,2,0,113,7.1,,,keanemi01
400,Pierre Plante,1979,1979,1,70,6,25,31,10,37,6,0,0,1,20,2,3,84,7.1,,,plantpi01
401,Taylor Pyatt,2013,2014,2,70,6,6,12,-4,16,5,1,0,0,5,1,0,78,7.7,907,12:58,pyattta01
402,Joe Shack,1943,1945,2,70,9,27,36,,20,8,1,0,1,27,0,0,,,,,shackjo01
403,Les Colwill,1959,1959,1,69,7,6,13,,16,5,0,2,3,5,0,1,,,,,colwile01
404,Grant Ledyard,1985,1986,2,69,10,21,31,3,73,9,1,0,1,9,12,0,148,6.8,,,ledyagr01
405,Patrick Flatley,1997,1997,1,68,10,12,22,6,26,10,0,0,2,11,1,0,96,10.4,,,flatlpa01
406,Bill Goldsworthy,1977,1978,2,68,10,13,23,-16,55,10,0,0,2,12,1,0,103,9.7,,,goldsbi01
407,Todd Harvey,1999,2000,2,68,14,20,34,-10,134,8,6,0,2,12,8,0,89,15.7,1024,15:03,harveto01
408,Lauri Korpikoski,2009,2009,1,68,6,8,14,-10,14,6,0,0,1,8,0,0,63,9.5,742,10:55,korpila01
409,Rudy Poeschek,1988,1990,3,68,0,2,2,-9,256,0,0,0,0,2,0,0,19,0.0,,,poescru01
410,Peter Popovic,1999,1999,1,68,1,4,5,-12,40,1,0,0,0,4,0,0,64,1.6,1406,20:41,popovpe01
411,Mike Rupp,2012,2013,2,68,4,1,5,-4,109,4,0,0,2,1,0,0,33,12.1,449,6:36,ruppmi01
