--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
214,Jere Karalahti,2002,2002,1,15,0,1,1,-1,12,0,0,0,0,1,0,0,8,0.0,281,18:45,karalje01
215,Mikko Lehtonen,2007,2007,1,15,1,2,3,0,8,1,0,0,0,2,0,0,14,7.1,219,14:36,lehtomi01
216,Vitaly Vishnevski,2007,2007,1,15,0,1,1,1,10,0,0,0,0,1,0,0,6,0.0,151,10:02,vishnvi01
217,Ramzi Abid,2007,2007,1,13,1,4,5,-3,13,1,0,0,0,4,0,0,12,8.3,141,10:51,abidra01
218,Brad Bombardir,2004,2004,1,13,0,0,0,1,4,0,0,0,0,0,0,0,9,0.0,248,19:03,bombabr01
219,David Gosselin,2000,2002,2,13,2,1,3,-5,11,2,0,0,0,1,0,0,14,14.3,114,8:46,gosseda01
220,Niclas Bergfors,2012,2012,1,11,1,1,2,-2,2,1,0,0,1,1,0,0,11,9.1,89,8:04,bergfni01
221,Daniel Carr,2020,2020,1,11,1,0,1,-5,4,1,0,0,0,0,0,0,14,7.1,114,10:20,carrda01
222,Rem Pitlick,2019,2021,2,11,0,2,2,3,6,0,0,0,0,2,0,0,11,0.0,123,11:10,pitlire01
223,Nick Tarnasky,2009,2009,1,11,0,1,1,1,17,0,0,0,0,1,0,0,6,0.0,62,5:38,tarnani01
224,Sergei Zholtok,2004,2004,1,11,1,1,2,-2,0,1,0,0,0,1,0,0,17,5.9,129,11:41,zholtse01
225,Alexandre Boikov,2000,2001,2,10,0,0,0,-1,15,0,0,0,0,0,0,0,4,0.0,67,6:45,boikoal01
226,Jukka Hentunen,2002,2002,1,10,2,2,4,0,0,2,0,0,1,2,0,0,12,16.7,128,12:46,hentuju01
227,Wade Brookbank,2004,2004,1,9,0,0,0,-4,38,0,0,0,0,0,0,0,1,0.0,31,3:28,brookwa01
228,Jeff Daniels,1999,1999,1,9,1,3,4,-1,2,1,0,0,0,3,0,0,8,12.5,98,10:56,danieje01
229,Erik Gudbranson,2021,2021,1,9,0,1,1,1,12,0,0,0,0,1,0,0,5,0.0,155,17:15,gudbrer01
230,Shane Hnidy,2004,2004,1,9,0,2,2,3,10,0,0,0,0,2,0,0,12,0.0,164,18:11,hnidysh01
231,Jeff Nelson,1999,1999,1,9,2,1,3,-1,2,2,0,0,0,1,0,0,8,25.0,145,16:09,nelsoje01
232,Marek Svatoš,2011,2011,1,9,1,2,3,1,2,1,0,0,0,2,0,0,17,5.9,101,11:14,svatoma01
233,Daniel Bang,2013,2013,1,8,0,2,2,-2,0,0,0,0,0,2,0,0,13,0.0,103,12:54,bangda01
234,Brandon Bochenski,2008,2008,1,8,1,2,3,2,0,1,0,0,0,2,0,0,9,11.1,72,9:01,bochebr01
235,Tomáš Klouček,2003,2004,2,8,0,1,1,4,12,0,0,0,0,1,0,0,1,0.0,87,10:53,kloucto01
236,P.A. Parenteau,2017,2017,1,8,0,1,1,-2,0,0,0,0,0,1,0,0,14,0.0,101,12:34,parenpi01
237,Pavel Skrbek,2001,2002,2,8,0,0,0,-1,6,0,0,0,0,0,0,0,2,0.0,90,11:12,skrbepa01
238,Spencer Stastney,2023,2023,1,8,0,2,2,5,2,0,0,0,0,1,0,1,9,0.0,141,17:37,stastsp01
239,Matt Tennyson,2022,2022,1,8,0,3,3,0,4,0,0,0,0,3,0,0,5,0.0,103,12:55,tennyma01
240,Niklas Andersson,2000,2000,1,7,0,1,1,0,0,0,0,0,0,1,0,0,7,0.0,90,12:50,anderni01
241,Matt Carle,2017,2017,1,6,0,1,1,-1,0,0,0,0,0,1,0,0,2,0.0,79,13:09,carlema01
242,Derek Grant,2017,2017,1,6,0,1,1,-2,5,0,0,0,0,1,0,0,6,0.0,52,8:41,grantde01
243,Ben Guite,2010,2010,1,6,0,0,0,-3,4,0,0,0,0,0,0,0,5,0.0,51,8:30,guitebe01
244,John Leonard,2023,2023,1,6,1,0,1,0,2,1,0,0,1,0,0,0,4,25.0,69,11:32,leonajo01
245,Roland McKeown,2023,2023,1,6,0,0,0,1,8,0,0,0,0,0,0,0,3,0.0,78,12:59,mckeoro01
246,Jason Morgan,2004,2004,1,6,0,2,2,0,2,0,0,0,0,2,0,0,6,0.0,61,10:06,morgaja01
247,Simon Moser,2014,2014,1,6,1,1,2,0,2,1,0,0,0,1,0,0,7,14.3,61,10:08,mosersi01
248,Todd Warriner,2003,2003,1,6,0,1,1,-1,4,0,0,0,0,1,0,0,6,0.0,68,11:16,warrito01
249,Jonas Andersson,2002,2002,1,5,0,0,0,-2,2,0,0,0,0,0,0,0,4,0.0,46,9:06,anderjo02
250,Kris Beech,2006,2006,1,5,1,2,3,1,0,1,0,0,0,1,1,0,6,16.7,73,14:40,beechkr01
251,Zach Boychuk,2013,2013,1,5,1,1,2,1,4,1,0,0,0,1,0,0,8,12.5,69,13:42,boychza01
252,Patrick Eaves,2014,2014,1,5,0,0,0,-3,0,0,0,0,0,0,0,0,2,0.0,49,9:46,eavespa01
253,Samuel Girard,2018,2018,1,5,1,2,3,-3,2,1,0,0,0,1,1,0,8,12.5,85,16:55,girarsa01
254,Jake Livingstone,2023,2023,1,5,0,1,1,-2,2,0,0,0,0,1,0,0,3,0.0,77,15:27,livinja02
255,Kyle Wilson,2012,2012,1,5,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,41,8:09,wilsoky01
256,Mark Arcobello,2015,2015,1,4,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,42,10:35,arcobma01
257,Rich Brennan,2002,2002,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,,58,14:31,brennri01
258,Phil Crowe,2000,2000,1,4,0,0,0,0,10,0,0,0,0,0,0,0,1,0.0,16,4:06,croweph01
259,Denis Grebeshkov,2010,2010,1,4,1,1,2,0,6,1,0,0,0,1,0,0,4,25.0,66,16:28,grebede01
260,Kevin Henderson,2013,2013,1,4,1,0,1,-1,0,1,0,0,0,0,0,0,3,33.3,59,14:42,hendeke01
261,Linus Klasen,2011,2011,1,4,0,0,0,-3,0,0,0,0,0,0,0,0,4,0.0,52,12:53,klaseli01
262,Cameron Mann,2003,2003,1,4,0,0,0,-2,0,0,0,0,0,0,0,0,5,0.0,24,5:53,mannca01
263,Adam Pardy,2017,2017,1,4,0,0,0,-1,6,0,0,0,0,0,0,0,4,0.0,44,11:00,pardyad01
264,Jon Sim,2003,2003,1,4,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,37,9:18,simjo01
265,Reid Boucher,2017,2017,1,3,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,26,8:42,bouchre01
266,Sheldon Brookbank,2007,2007,1,3,0,1,1,0,12,0,0,0,0,1,0,0,3,0.0,25,8:16,brooksh01
267,Phillip Di Giuseppe,2019,2019,1,3,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,35,11:41,digiuph01
268,Triston Grant,2010,2010,1,3,0,0,0,-1,9,0,0,0,0,0,0,0,2,0.0,22,7:14,granttr01
269,Sean Haggerty,2001,2001,1,3,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,26,8:35,haggese01
270,Brett Hauer,2002,2002,1,3,0,0,0,-3,6,0,0,0,0,0,0,0,2,0.0,31,10:29,hauerbr01
271,Korbinian Holzer,2020,2020,1,3,0,0,0,-1,2,0,0,0,0,0,0,0,4,0.0,39,13:08,holzeko01
272,Brad Hunt,2017,2017,1,3,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,52,17:13,huntbr01
273,Joe Piskula,2014,2015,2,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,41,13:36,piskujo01
274,Brad Smyth,1999,1999,1,3,0,0,0,-1,6,0,0,0,0,0,0,0,5,0.0,30,9:54,smythbr01
275,Steve Bégin,2011,2011,1,2,0,0,0,-2,4,0,0,0,0,0,0,0,2,0.0,20,9:49,beginst01
276,Mathieu Darche,2004,2004,1,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,13,6:39,darchma01
277,Matt Donovan,2019,2019,1,2,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,15,7:24,donovma01
278,Stefan Elliott,2016,2016,1,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,27,13:31,elliost01
279,David Farrance,2021,2021,1,2,0,0,0,3,0,0,0,0,0,0,0,0,3,0.0,36,18:08,farrada01
280,Rory Fitzpatrick,2001,2001,1,2,0,0,0,-2,2,0,0,0,0,0,0,0,0,,20,9:47,fitzpro02
281,Doug Friedman,1999,1999,1,2,0,1,1,0,14,0,0,0,0,1,0,0,3,0.0,14,7:00,frieddo01
282,Darren Haydar,2003,2003,1,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,18,8:54,haydada01
283,Matt Henderson,1999,1999,1,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,,13,6:23,hendema01
284,Vladislav Kamenev,2017,2017,1,2,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,20,10:04,kamenvl01
285,Josh Langfeld,2008,2008,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,20,9:48,langfjo01
286,Tyler Lewington,2021,2021,1,2,0,1,1,4,9,0,0,0,0,1,0,0,4,0.0,28,14:10,lewinty01
287,Matthew Lombardi,2011,2011,1,2,0,0,0,-1,0,0,0,0,0,0,0,0,6,0.0,30,14:50,lombama01
288,Evgeny Namestnikov,2000,2000,1,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,32,15:48,namesjo01
289,Domenic Pittis,2003,2003,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,10,5:00,pittido01
290,Joonas Rask,2013,2013,1,2,0,1,1,-1,0,0,0,0,0,1,0,0,0,,16,8:01,raskjo01
291,Anthony Richard,2019,2020,2,2,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,12,5:46,richaan01
292,Steven Santini,2020,2020,1,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,19,9:33,santist01
293,Timofei Shishkanov,2004,2004,1,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,13,6:32,shishti01
294,Petr Sýkora,1999,1999,1,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,17,8:19,sykorpe02
295,Rob Zettler,1999,1999,1,2,0,0,0,-2,2,0,0,0,0,0,0,0,0,,33,16:16,zettlro01
296,Frédéric Allard,2021,2021,1,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,,17,16:59,allarfr01
297,Mike Farrell,2004,2004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,5:08,farremi01
298,Patrick Leahy,2007,2007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5:46,leahypa01
299,Michael Liambas,2017,2017,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,5,4:42,liambmi01
300,Sean Malone,2021,2021,1,1,0,1,1,-1,2,0,0,0,0,1,0,0,1,0.0,11,10:38,malonse01
301,Stan Neckář,2004,2004,1,1,0,1,1,2,0,0,0,0,0,0,0,1,0,,15,14:59,neckast01
302,Peter Ölvecký,2010,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,7:53,olvecpe01
303,Libor Pivko,2004,2004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,7,6:50,pivkoli01
304,Corey Potter,2016,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,14:44,potteco01
305,Yves Sarault,2002,2002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,5:15,sarauyv01
306,Luca Sbisa,2021,2021,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,11:58,sbisalu01
307,Kole Sherwood,2022,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,8,8:08,sherwko01
308,Trevor Smith,2017,2017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,7:20,smithtr01
309,Zack Stortini,2012,2012,1,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0.0,5,4:53,stortza01
310,Ryan Thang,2012,2012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:32,thangry01
311,Pascal Trépanier,2003,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,10,9:55,trepapa01
312,Mark Van Guilder,2014,2014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,8:27,vanguma01


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Hockey-Reference.com</a>: <a href="https://www.hockey-reference.com/teams/NSH/skaters.html?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats">View Original Table</a><br>Generated 8/24/2023.
