--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
150,Craig Rivet,2009,2011,3,165,4,38,42,-7,237,3,1,0,0,21,16,1,163,2.5,3016,18:17,rivetcr01
151,Rasmus Asplund,2020,2023,4,164,18,31,49,-8,16,14,2,2,3,28,2,1,233,7.7,2122,12:56,asplura01
152,Garry Galley,1995,1997,3,163,15,87,102,12,193,4,9,2,3,41,44,2,290,5.2,,,gallega01
153,Doug Smith,1986,1988,3,162,35,54,89,-27,296,23,11,1,5,26,26,2,366,9.6,,,smithdo03
154,Craig Muni,1994,1996,3,160,2,18,20,12,167,1,0,1,2,17,0,1,96,2.1,,,municr01
155,Randy Burridge,1996,1998,3,159,39,60,99,17,50,28,8,3,4,38,20,2,279,14.0,,,burrira01
156,Brian Flynn,2013,2015,3,159,17,24,41,-7,22,15,0,2,1,21,1,2,224,7.6,2379,14:58,flynnbr01
157,Ray Sheppard,1988,1990,3,159,64,50,114,-10,29,41,23,0,10,34,16,0,351,18.2,,,sheppra01
158,Rory Fitzpatrick,2002,2006,4,157,9,15,24,-32,114,5,4,0,3,8,7,0,154,5.8,2731,17:24,fitzpro02
159,Nathan Paetsch,2006,2010,5,157,7,35,42,17,108,7,0,0,0,21,14,0,141,5.0,2167,13:48,paetsna01
160,Chris Butler,2009,2011,3,155,5,31,36,4,66,5,0,0,1,18,13,0,149,3.4,2857,18:26,butlech01
161,Jacques Richard,1976,1979,3,155,24,38,62,8,73,21,3,0,6,34,4,0,209,11.5,,,richaja01
162,Peter McNab,1974,1976,3,154,49,59,108,28,26,45,4,0,4,50,9,0,240,20.4,,,mcnabpe01
163,Steve Patrick,1981,1985,5,152,21,34,55,4,125,21,0,0,1,34,0,0,172,12.2,,,patrist01
164,Steve Montador,2010,2011,2,151,10,39,49,16,158,10,0,0,2,37,2,0,252,4.0,2773,18:22,montast01
165,David Fenyves,1983,1987,5,148,2,27,29,7,87,2,0,0,0,27,0,0,108,1.9,,,fenyvda01
166,Terry Martin,1976,1979,4,148,20,22,42,-12,50,18,2,0,2,22,0,0,127,15.7,,,martite01
167,Al Hamilton,1971,1972,2,145,6,58,64,-34,176,5,1,0,1,45,12,1,189,3.2,,,hamilal01
168,Dean Kennedy,1990,1991,2,144,6,20,26,-7,172,6,0,0,2,19,0,1,97,6.2,,,kennede01
169,Jim Watson,1971,1972,2,144,4,15,19,-61,248,3,1,0,0,13,1,1,192,2.1,,,watsoji01
170,Petr Svoboda,1992,1995,4,139,5,49,54,1,260,3,2,0,1,16,31,2,186,2.7,,,svobope01
171,Ville Leino,2012,2014,3,137,10,36,46,-18,32,8,2,0,1,29,7,0,127,7.9,2094,15:17,leinovi01
172,Colin Miller,2020,2022,3,137,7,30,37,-31,70,6,1,0,1,21,9,0,191,3.7,2459,17:57,milleco02
173,Jeff Parker,1987,1990,4,137,16,19,35,-7,161,16,0,0,2,17,0,2,149,10.7,,,parkeje01
174,Gord Donnelly,1992,1994,3,134,5,11,16,-1,557,5,0,0,1,10,0,1,65,7.7,,,donnego01
175,Conor Sheary,2019,2020,2,133,23,30,53,-22,20,18,5,0,4,26,4,0,235,9.8,1851,13:55,shearco01
176,Denis Hamel,2000,2003,4,130,13,9,22,-8,67,11,1,1,4,8,1,0,179,7.3,1466,11:17,hamelde01
177,Steve Dykstra,1986,1988,3,128,5,23,28,-9,378,3,1,1,0,19,4,0,102,4.9,,,dykstst01
178,Mark Napier,1987,1989,3,128,26,30,56,-11,41,22,1,3,3,26,4,0,213,12.2,,,napiema01
179,Cody Franson,2016,2017,2,127,7,29,36,-10,60,5,2,0,1,22,7,0,185,3.8,2250,17:43,fransco01
180,Mike Moller,1981,1985,5,127,13,27,40,1,41,12,1,0,4,26,0,1,100,13.0,,,mollemi01
181,Randy Moller,1992,1994,3,126,5,20,25,2,296,5,0,0,0,17,1,2,121,4.1,,,mollera01
182,Tim Horton*,1973,1974,2,124,1,22,23,15,109,1,0,0,0,19,1,2,132,0.8,,,hortoti01
183,Alex Tuch,2022,2023,2,124,48,69,117,11,34,36,10,2,9,51,18,0,357,13.4,2338,18:51,tuchal01
184,Peyton Krebs,2022,2023,2,122,16,32,48,-28,70,14,1,1,2,20,12,0,124,12.9,1732,14:12,krebspe01
185,Larry Hillman,1972,1973,2,121,6,35,41,-24,114,4,2,0,0,13,21,1,180,3.3,,,hillmla01
186,Paul Terbenche,1971,1974,4,121,2,19,21,-7,20,2,0,0,0,17,2,0,70,2.9,,,terbepa01
